target_coverage,"TCGA-cal, plain (coverage)","TCGA-cal, plain (deferral)","TCGA-cal, hoptimus-weighted (coverage)","TCGA-cal, hoptimus-weighted (deferral)","IPD-self-cal, plain (coverage)","IPD-self-cal, plain (deferral)"
0.9,0.8742857142857143,0.3142857142857143,0.92,0.4857142857142857,0.9164102564102563,0.38495726495726496
0.8,0.7657142857142857,0.04,0.8742857142857143,0.2914285714285714,0.818119658119658,0.0464957264957265
0.7,0.6342857142857142,0.22857142857142856,0.8057142857142857,0.045714285714285714,0.7176068376068376,0.13606837606837607
