target_coverage,coverage,ci_lo,ci_hi,delta_vs_plain,delta_ci_lo,delta_ci_hi,p
0.9,0.9657142857142857,0.9371428571428572,0.9885714285714285,0.09142857142857141,0.05142857142857138,0.13714285714285712,0.0009995002498750624
0.8,0.7485714285714286,0.6855714285714286,0.8171428571428572,-0.017142857142857126,-0.040000000000000036,0.0,0.09895052473763119
0.7,0.5428571428571428,0.4685714285714286,0.6171428571428571,-0.09142857142857141,-0.13714285714285712,-0.04571428571428571,0.0009995002498750624
