target_coverage,n_cal,n_scored,coverage,ci_lo,ci_hi,deferral_rate,n_empty
0.9,58,175,0.8457142857142858,0.7885714285714286,0.8971428571428571,0.17714285714285713,0
0.8,58,175,0.76,0.6971428571428572,0.8228571428571428,0.045714285714285714,8
0.7,58,175,0.5542857142857143,0.48,0.6285714285714286,0.33714285714285713,59
