target_coverage,n_match,oracle_informed_deferral_acc,oracle_informed_deferral_acc_lo,oracle_informed_deferral_acc_hi,real_stage2_only_acc,real_pipeline_acc
0.9,66,0.9848484848484849,0.8939393939393939,1.0,0.8484848484848485,0.8155737704918032
0.8,43,0.9767441860465116,0.9302325581395349,1.0,0.9767441860465116,0.8632075471698113
0.7,31,0.967741935483871,0.9032258064516129,1.0,0.967741935483871,0.8770949720670391
