target_coverage,method,method_label,metric,n_retained,full,retained,d_full,random_mean,d_random,p,q,significant_q05
0.8,weighted_hoptimusonly,Weighted (H-optimus-only),cal_gap,271,-0.04626401046557865,-0.020839027995941006,0.025424982469637647,-0.046330329838940955,0.02549130184299995,0.003996003996003996,0.006804006804006804,True
0.8,weighted_hoptimusonly,Weighted (H-optimus-only),bss,271,0.633596426619288,0.7623671187719934,0.12877069215270542,0.633717786766266,0.12864933200572737,0.001998001998001998,0.004577240940877305,True
0.7,plain,Plain conformal,auroc,288,0.9479262672811061,0.9632367149758455,0.015310447694739437,0.9483507370414305,0.01488597793441504,0.011988011988011988,0.01716465352828989,True
0.7,plain,Plain conformal,sensitivity,288,0.8461538461538461,0.9066666666666666,0.060512820512820475,0.8463871790365454,0.06027948763012125,0.001998001998001998,0.004577240940877305,True
0.7,plain,Plain conformal,specificity,288,0.9032258064516129,0.9420289855072463,0.03880317905563346,0.9034652138780392,0.0385637716292071,0.001998001998001998,0.004577240940877305,True
0.7,plain,Plain conformal,ece,288,0.05450363905964393,0.03734842511493057,-0.01715521394471336,0.056796586480897575,-0.019448161365967005,0.001998001998001998,0.004577240940877305,True
0.7,plain,Plain conformal,cal_gap,288,-0.04626401046557865,-0.027706915267013965,0.018557095198564688,-0.04632516366851216,0.018618248401498193,0.005994005994005994,0.009937430990062569,True
0.7,plain,Plain conformal,bss,288,0.633596426619288,0.7391711193770856,0.10557469275779763,0.6345804305575246,0.10459068881956102,0.001998001998001998,0.004577240940877305,True
0.7,weighted_primary,Weighted (primary OOD-only),auroc,328,0.9479262672811061,0.9518838627605044,0.003957595479398335,0.947971331722865,0.003912531037639444,0.0979020979020979,0.11861215707369555,False
0.7,weighted_primary,Weighted (primary OOD-only),sensitivity,328,0.8461538461538461,0.8531073446327684,0.006953498478922238,0.8462758967943973,0.006831447838371085,0.2097902097902098,0.2403051493960585,False
0.7,weighted_primary,Weighted (primary OOD-only),specificity,328,0.9032258064516129,0.9139072847682119,0.010681478316599047,0.9031306791522081,0.010776605616003798,0.04195804195804196,0.055649613544350385,False
0.7,weighted_primary,Weighted (primary OOD-only),ece,328,0.05450363905964393,0.054347512966768305,-0.00015612609287562335,0.054627415142404885,-0.0002799021756365802,0.8931068931068931,0.9230769230769231,False
0.7,weighted_primary,Weighted (primary OOD-only),cal_gap,328,-0.04626401046557865,-0.045881797002743974,0.0003822134628346796,-0.04617491548768663,0.0002931184849426574,0.8911088911088911,0.9230769230769231,False
0.7,weighted_primary,Weighted (primary OOD-only),bss,328,0.633596426619288,0.6518117850976539,0.018215358478365973,0.6337371512586585,0.018074633838995435,0.027972027972027972,0.03749442047314388,True
