target_coverage,plain_coverage,weighted_coverage_mean,weighted_coverage_std,delta_mean,delta_std,domain_auroc_mean
0.9,0.9627596439169139,0.9783382789317507,0.005703768031310309,0.015578635014836795,0.0059249490109734865,0.6123558250548317
0.8,0.8591988130563799,0.9528189910979229,0.01337132393845898,0.09362017804154303,0.016991037317635436,0.6123558250548317
0.7,0.7971810089020772,0.8890207715133531,0.025696279760811035,0.09183976261127595,0.025297772100808275,0.6123558250548317
