target_coverage,method,metric,n_retained_plain,n_retained_method,plain_retained,method_retained,delta,ci_lo,ci_hi,p,q,sig
0.7,weighted_uni2only,specificity,288,250,0.9420289855072463,0.952755905511811,0.010726920004564655,-0.004036170415554668,0.033265056022408944,0.23788105947026486,0.33804150556300794,False
0.7,weighted_uni2only,ece,288,250,0.03734842511493057,0.025384390292400014,-0.011964034822530556,-0.031215978902252764,0.003709046108070705,0.13193403298350825,0.20954228767968958,False
0.7,weighted_uni2only,cal_gap,288,250,-0.027706915267013965,-0.00801919254760003,0.019687722719413936,0.0028210818679020463,0.03670266024205447,0.017991004497751123,0.0422397496903722,True
0.7,weighted_uni2only,bss,288,250,0.7391711193770856,0.803297698952131,0.06412657957504542,0.02672527689557583,0.1079602049942397,0.0009995002498750624,0.005140286999357464,True
0.7,weighted_hoptimusonly,auroc,288,323,0.9632367149758455,0.9543243243243243,-0.008912390651521163,-0.015483563298269342,-0.003326992563327786,0.0009995002498750624,0.005140286999357464,True
0.7,weighted_hoptimusonly,sensitivity,288,323,0.9066666666666666,0.8514285714285714,-0.0552380952380952,-0.09260089308699179,-0.022285427748302392,0.0009995002498750624,0.005140286999357464,True
0.7,weighted_hoptimusonly,specificity,288,323,0.9420289855072463,0.9256756756756757,-0.016353309831570684,-0.03953341766958539,0.0026754375852675767,0.09795102448775612,0.17062436523673646,False
0.7,weighted_hoptimusonly,ece,288,323,0.03734842511493057,0.057183086789783295,0.019834661674852726,0.004851190075020842,0.03728153035049805,0.008995502248875561,0.029439825541774562,True
0.7,weighted_hoptimusonly,cal_gap,288,323,-0.027706915267013965,-0.04858632259102175,-0.02087940732400778,-0.03958487233519732,-0.0036476508342450273,0.015992003998001,0.04112229599485971,True
0.7,weighted_hoptimusonly,bss,288,323,0.7391711193770856,0.6612912612668637,-0.07787985811022191,-0.11078371243641061,-0.04802250886414618,0.0009995002498750624,0.005140286999357464,True
