predictor,family,target_coverage,signal_locked,cutoff_locked,signal_recal,cutoff_recal,primary_n,primary_achieved_cov,primary_nnd,primary_retained_acc,primary_full_auroc,primary_retained_auroc,primary_retained_auroc_lo,primary_retained_auroc_hi,primary_retained_auroc_mde,primary_retained_accuracy_lo,primary_retained_accuracy_hi,primary_retained_accuracy_mde,primary_d_full_auroc,primary_d_full_accuracy,primary_n_retained_errors,primary_pct_cw_retained,primary_tier_cov_A,primary_tier_cov_B,primary_tier_cov_C,primary_class_cov_mutant,primary_class_cov_wildtype,held_n,locked_held_achieved_cov,locked_held_retained_acc,locked_held_retained_auroc,locked_held_n_retained_errors,locked_held_pct_cw_retained,locked_held_class_cov_mutant,locked_held_class_cov_wildtype,recal_held_achieved_cov,recal_held_retained_acc,recal_held_retained_auroc,recal_held_n_retained_errors,recal_held_pct_cw_retained,recal_held_class_cov_mutant,recal_held_class_cov_wildtype
conch,predictive,0.9,entropy_conch,0.6454233137836904,aleatoric_conch,0.6142131784709502,320,0.878125,3.5454545454545454,0.8683274021352313,0.8946833860697684,0.8981622499746167,0.8468359731952483,0.9375621890547263,0.06484112888960204,0.8256227758007118,0.9074733096085409,0.058497766737415795,0.003478863904848306,0.01832740213523132,37,70.27027027027027,0.8814102564102564,,0.75,0.8322981366459627,0.9245283018867925,102,0.8725490196078431,0.8539325842696629,0.8741152679474217,13,76.92307692307692,0.8775510204081632,0.8679245283018868,0.8823529411764706,0.8555555555555555,0.8728352300841168,13,76.92307692307692,0.8775510204081632,0.8867924528301887
conch,predictive,0.8,entropy_conch,0.5182291874024797,aleatoric_conch,0.5236120740159123,320,0.775,3.428571428571428,0.8911290322580645,0.8946833860697684,0.8922266139657444,0.8436725955204216,0.9353211462450592,0.06550031249276055,0.8508064516129032,0.9274193548387096,0.054754483978096555,-0.002456772104023952,0.041129032258064524,27,96.29629629629629,0.7788461538461539,,0.625,0.6832298136645962,0.8679245283018868,102,0.7745098039215687,0.8734177215189873,0.874031007751938,10,100.0,0.7346938775510204,0.8113207547169812,0.7941176470588235,0.8765432098765432,0.8745410036719706,10,100.0,0.7755102040816326,0.8113207547169812
conch,predictive,0.7,entropy_conch,0.4418870420055232,aleatoric_conch,0.42212076836403545,320,0.6875,3.9999999999999973,0.8954545454545455,0.8946833860697684,0.8860394021739131,0.825577445652174,0.9353876528532609,0.0784802686970631,0.8545454545454545,0.9318181818181818,0.05522605369656825,-0.0086439838958553,0.045454545454545525,23,100.0,0.6891025641025641,,0.625,0.5714285714285714,0.8050314465408805,102,0.696078431372549,0.8732394366197183,0.8715447154471545,9,100.0,0.6122448979591837,0.7735849056603774,0.696078431372549,0.8732394366197183,0.8715447154471545,9,100.0,0.6122448979591837,0.7735849056603774
hoptimus,deep_ensemble,0.9,de_aleatoric_hoptimus,0.5446444271379548,de_aleatoric_hoptimus,0.5514747213422423,320,0.88125,4.222222222222232,0.8475177304964538,0.8983944685339271,0.8984343434343435,0.8581477272727273,0.9349040404040404,0.054856977618759496,0.811968085106383,0.8865248226950354,0.05328496273956536,3.987490041634789e-05,0.010017730496453825,43,86.04651162790698,0.8814102564102564,,0.875,0.8198757763975155,0.9433962264150944,102,0.8725490196078431,0.8202247191011236,0.8594871794871795,16,81.25,0.7959183673469388,0.9433962264150944,0.8725490196078431,0.8202247191011236,0.8594871794871795,16,81.25,0.7959183673469388,0.9433962264150944
hoptimus,deep_ensemble,0.8,de_aleatoric_hoptimus,0.4644949257467188,de_aleatoric_hoptimus,0.4771006497362721,320,0.784375,3.6315789473684226,0.8685258964143426,0.8983944685339271,0.8987749838813669,0.8510992907801419,0.9390119277885236,0.06283029192041155,0.8286852589641435,0.9083665338645418,0.05694741885748772,0.00038051534743976934,0.031025896414342613,33,93.93939393939394,0.7884615384615384,,0.625,0.6832298136645962,0.8867924528301887,102,0.7647058823529411,0.8589743589743589,0.87003367003367,11,90.9090909090909,0.673469387755102,0.8490566037735849,0.7843137254901961,0.85,0.8692063492063492,12,91.66666666666667,0.7142857142857143,0.8490566037735849
hoptimus,deep_ensemble,0.7,de_aleatoric_hoptimus,0.3115486976725458,de_aleatoric_hoptimus,0.3599870221103124,320,0.628125,3.718750000000001,0.900497512437811,0.8983944685339271,0.8856842105263157,0.8281000000000001,0.9383184210526316,0.07877201509816424,0.8606965174129353,0.9402985074626866,0.05689075475912218,-0.012710258007611386,0.06299751243781093,20,100.0,0.6282051282051282,,0.625,0.4720496894409938,0.7861635220125787,102,0.5784313725490197,0.8813559322033898,0.8546365914786967,7,100.0,0.42857142857142855,0.7169811320754716,0.6470588235294118,0.8787878787878788,0.8712406015037594,8,100.0,0.5714285714285714,0.7169811320754716
hoptimus,epistemic,0.9,within_encoder_mi_hoptimus,0.1577326586702413,within_encoder_mi_hoptimus,0.06018294021298271,320,0.996875,,0.8369905956112853,0.8983944685339271,0.8980738993710692,0.8589573506289307,0.9325108097484277,0.052567929543433464,0.7931034482758621,0.8746081504702194,0.05825060430469673,-0.0003205691628579421,-0.0005094043887147182,52,71.15384615384616,0.9967948717948718,,1.0,0.9937888198757764,1.0,102,0.9901960784313726,0.8118811881188119,0.8522012578616353,19,68.42105263157895,0.9795918367346939,1.0,0.8627450980392157,0.8181818181818182,0.8557894736842105,16,81.25,0.7755102040816326,0.9433962264150944
hoptimus,epistemic,0.8,within_encoder_mi_hoptimus,0.0498486128622066,within_encoder_mi_hoptimus,0.03571808009317026,320,0.853125,5.222222222222227,0.8424908424908425,0.8983944685339271,0.890495867768595,0.8464209982601131,0.9297520661157025,0.05955588977392552,0.7985347985347986,0.8827838827838828,0.06021198700810927,-0.007898600765332109,0.004990842490842473,43,83.72093023255815,0.8525641025641025,,0.875,0.7515527950310559,0.9559748427672956,102,0.8235294117647058,0.8214285714285714,0.8577259475218659,15,80.0,0.7142857142857143,0.9245283018867925,0.7352941176470589,0.8133333333333334,0.8457446808510638,14,85.71428571428571,0.5714285714285714,0.8867924528301887
hoptimus,epistemic,0.7,within_encoder_mi_hoptimus,0.0243265811710104,within_encoder_mi_hoptimus,0.023495436806782708,320,0.690625,5.823529411764708,0.8416289592760181,0.8983944685339271,0.8725336127117165,0.8177929107735289,0.9230836389034398,0.07525024171763003,0.7963800904977375,0.8824660633484162,0.061524793118708065,-0.02586085582221065,0.004128959276018085,35,88.57142857142857,0.6923076923076923,,0.625,0.515527950310559,0.8679245283018868,102,0.6568627450980392,0.8208955223880597,0.8430232558139535,12,91.66666666666667,0.4897959183673469,0.8113207547169812,0.6372549019607843,0.8153846153846154,0.8340380549682875,12,91.66666666666667,0.4489795918367347,0.8113207547169812
hoptimus,laplace,0.9,laplace_epistemic_mi_hoptimus,0.0710758968,laplace_aleatoric_hoptimus,0.5229099842000001,320,0.890625,3.888888888888895,0.8491228070175438,0.8983944685339271,0.902074074074074,0.8602950617283951,0.9385197530864198,0.05590641301022735,0.8070175438596491,0.8842105263157894,0.05516906086509606,0.003679605540146902,0.011622807017543813,43,79.06976744186046,0.8974358974358975,,0.625,0.8385093167701864,0.9433962264150944,102,0.8725490196078431,0.8539325842696629,0.8748733535967579,13,76.92307692307692,0.8571428571428571,0.8867924528301887,0.9019607843137255,0.8152173913043478,0.8589191774270684,17,76.47058823529412,0.8367346938775511,0.9622641509433962
hoptimus,laplace,0.8,laplace_epistemic_mi_hoptimus,0.05770816212,laplace_aleatoric_hoptimus,0.4277326440000003,320,0.771875,4.055555555555555,0.8623481781376519,0.8983944685339271,0.8860707988607079,0.8379730096297301,0.9310321443103214,0.06650844289069607,0.8218623481781376,0.902834008097166,0.05786964426408675,-0.012323669673219184,0.024848178137651833,34,88.23529411764706,0.7756410256410257,,0.625,0.6273291925465838,0.9182389937106918,102,0.7647058823529411,0.8589743589743589,0.8627316403568978,11,81.81818181818181,0.6326530612244898,0.8867924528301887,0.7352941176470589,0.8666666666666667,0.8706395348837209,10,100.0,0.6530612244897959,0.8113207547169812
hoptimus,laplace,0.7,laplace_epistemic_mi_hoptimus,0.04094837022,laplace_aleatoric_hoptimus,0.3317993503999997,320,0.640625,4.25925925925926,0.8780487804878049,0.8983944685339271,0.8753868372188983,0.8189524448112234,0.9297967815143388,0.07921935082116956,0.8390243902439024,0.9170731707317074,0.0557806912516271,-0.02300763131502881,0.04054878048780486,25,100.0,0.6474358974358975,,0.375,0.45962732919254656,0.8238993710691824,102,0.5882352941176471,0.8833333333333333,0.8636363636363636,7,100.0,0.4489795918367347,0.7169811320754716,0.6078431372549019,0.8709677419354839,0.8534090909090909,8,100.0,0.4489795918367347,0.7547169811320755
hoptimus,mc_dropout,0.9,mc_aleatoric_hoptimus,0.5491637043686923,mc_aleatoric_hoptimus,0.5693330743465429,320,0.884375,4.625000000000004,0.8445229681978799,0.8983944685339271,0.8957914825231017,0.8530032141422258,0.933307804339092,0.05739289613320406,0.8021201413427562,0.879946996466431,0.05562208338946605,-0.0026029860108254255,0.007022968197879842,44,84.0909090909091,0.8846153846153846,,0.875,0.8136645962732919,0.9559748427672956,102,0.8823529411764706,0.8222222222222222,0.8582202111613876,16,81.25,0.7959183673469388,0.9622641509433962,0.9019607843137255,0.8152173913043478,0.8589191774270684,17,76.47058823529412,0.8367346938775511,0.9622641509433962
hoptimus,mc_dropout,0.8,mc_aleatoric_hoptimus,0.4637725923063429,mc_aleatoric_hoptimus,0.4367216864247161,320,0.8,4.266666666666668,0.85546875,0.8983944685339271,0.8936315625970799,0.8487729108418763,0.9350108729419074,0.061633418331539166,0.81640625,0.89453125,0.05583516458292746,-0.00476290593684725,0.017968749999999978,37,94.5945945945946,0.8012820512820513,,0.75,0.6894409937888198,0.9119496855345912,102,0.7647058823529411,0.8461538461538461,0.8648097826086957,12,91.66666666666667,0.6530612244897959,0.8679245283018868,0.7352941176470589,0.8666666666666667,0.8706395348837209,10,100.0,0.6530612244897959,0.8113207547169812
hoptimus,mc_dropout,0.7,mc_aleatoric_hoptimus,0.3116153351253363,mc_aleatoric_hoptimus,0.3373516044184633,320,0.65625,3.9285714285714306,0.8857142857142857,0.8983944685339271,0.8823074693207074,0.8245241086095275,0.9354768576674074,0.07929683205855967,0.8476190476190476,0.9238095238095239,0.05445257955515979,-0.016086999213219766,0.048214285714285654,24,100.0,0.657051282051282,,0.625,0.4906832298136646,0.8238993710691824,102,0.5882352941176471,0.8666666666666667,0.8522588522588522,8,100.0,0.42857142857142855,0.7358490566037735,0.6274509803921569,0.859375,0.859375,9,100.0,0.4897959183673469,0.7547169811320755
hoptimus,ood,0.9,ood_attention_hoptimus,92.598076171875,ood_attention_hoptimus,94.81767089843751,320,0.728125,4.833333333333331,0.8540772532188842,0.8983944685339271,0.9182408500590319,0.8789071723730815,0.9526269185360094,0.0526867732482396,0.8068669527896996,0.8969957081545065,0.06441412978493952,0.01984638152510476,0.016577253218884147,34,67.6470588235294,0.7371794871794872,,0.375,0.7515527950310559,0.7044025157232704,102,0.6372549019607843,0.8769230769230769,0.9083011583011583,8,75.0,0.7551020408163265,0.5283018867924528,0.803921568627451,0.8536585365853658,0.8803571428571428,12,66.66666666666667,0.8571428571428571,0.7547169811320755
hoptimus,ood,0.8,ood_attention_hoptimus,88.74188323974609,ood_attention_hoptimus,92.85527709960938,320,0.365625,5.205128205128207,0.8888888888888888,0.8983944685339271,0.9428994082840236,0.8917085798816567,0.9801775147928994,0.06322787252794279,0.8290598290598291,0.9487179487179487,0.0855184743013726,0.044504939750096506,0.05138888888888882,13,53.84615384615385,0.3685897435897436,,0.25,0.40372670807453415,0.3270440251572327,102,0.35294117647058826,0.9444444444444444,0.9492063492063492,2,100.0,0.42857142857142855,0.2830188679245283,0.6568627450980392,0.8656716417910447,0.9072072072072072,9,66.66666666666667,0.7551020408163265,0.5660377358490566
hoptimus,ood,0.7,ood_attention_hoptimus,86.6609587097168,ood_attention_hoptimus,91.86038589477539,320,0.221875,5.65909090909091,0.8873239436619719,0.8983944685339271,0.947463768115942,0.8813405797101449,0.990036231884058,0.07768370724581215,0.8169014084507042,0.9436619718309859,0.09059452056272169,0.04906929958201489,0.04982394366197185,8,37.5,0.22115384615384615,,0.25,0.2981366459627329,0.14465408805031446,102,0.22549019607843138,0.9565217391304348,0.9107142857142857,1,100.0,0.32653061224489793,0.1320754716981132,0.5882352941176471,0.9,0.9128959276018099,6,66.66666666666667,0.6938775510204082,0.49056603773584906
hoptimus,predictive,0.9,aleatoric_hoptimus,0.5542355020803235,aleatoric_hoptimus,0.5730835128764451,320,0.884375,5.285714285714296,0.8409893992932862,0.8983944685339271,0.8957412615508237,0.8543579248694254,0.9344151767778225,0.0572161259054366,0.7985865724381626,0.8833922261484098,0.060609761695672455,-0.002653206983103451,0.0034893992932861773,45,82.22222222222223,0.8846153846153846,,0.875,0.8136645962732919,0.9559748427672956,102,0.8823529411764706,0.8111111111111111,0.85771744595274,17,76.47058823529412,0.7959183673469388,0.9622641509433962,0.9117647058823529,0.8172043010752689,0.8594771241830066,17,76.47058823529412,0.8571428571428571,0.9622641509433962
hoptimus,predictive,0.8,aleatoric_hoptimus,0.4610956682811756,aleatoric_hoptimus,0.43440103778018,320,0.803125,4.500000000000004,0.8521400778210116,0.8983944685339271,0.8921387140565222,0.8500555349870418,0.9313865235098111,0.05812645286222092,0.8132295719844358,0.8910505836575876,0.05561790713318848,-0.006255754477404896,0.014640077821011621,38,94.73684210526316,0.8044871794871795,,0.75,0.6894409937888198,0.9182389937106918,102,0.7745098039215687,0.8354430379746836,0.863031914893617,13,92.3076923076923,0.6530612244897959,0.8867924528301887,0.7352941176470589,0.8666666666666667,0.8706395348837209,10,100.0,0.6530612244897959,0.8113207547169812
hoptimus,predictive,0.7,aleatoric_hoptimus,0.2985594290471269,aleatoric_hoptimus,0.31705250400546475,320,0.64375,3.93103448275862,0.8883495145631068,0.8983944685339271,0.8844150641025641,0.8262920673076923,0.936503405448718,0.07876695301131315,0.8495145631067961,0.9271844660194175,0.05550991119700755,-0.01397940443136303,0.050849514563106823,23,100.0,0.6442307692307693,,0.625,0.484472049689441,0.8050314465408805,102,0.5980392156862745,0.8688524590163934,0.8554778554778555,8,100.0,0.4489795918367347,0.7358490566037735,0.5980392156862745,0.8688524590163934,0.8554778554778555,8,100.0,0.4489795918367347,0.7358490566037735
uni2+hoptimus,deep_ensemble,0.9,de_aleatoric_uni2,0.4166530916722256,de_aleatoric_uni2,0.49665240837421765,320,0.796875,2.8260869565217392,0.8666666666666667,0.9041759443728271,0.8984326018808777,0.8546081504702194,0.9387601880877743,0.060142628740670445,0.8274509803921568,0.9020588235294117,0.05332148736954703,-0.00574334249194941,0.044791666666666674,34,88.23529411764706,0.7980769230769231,,0.75,0.6832298136645962,0.9119496855345912,102,0.7549019607843137,0.8831168831168831,0.8849862258953168,9,100.0,0.673469387755102,0.8301886792452831,0.9117647058823529,0.8064516129032258,0.8839037927844589,18,50.0,0.9387755102040817,0.8867924528301887
uni2+hoptimus,deep_ensemble,0.8,de_aleatoric_uni2,0.3151377379341889,de_aleatoric_uni2,0.4072557225390796,320,0.684375,3.740740740740742,0.863013698630137,0.9041759443728271,0.8844578956738472,0.830779330603525,0.932804432971337,0.07291633129339906,0.821917808219178,0.9041095890410958,0.058741652602312726,-0.019718048698979862,0.04113869863013697,30,93.33333333333333,0.6826923076923077,,0.75,0.5093167701863354,0.8616352201257862,102,0.6372549019607843,0.8615384615384616,0.8800813008130082,9,100.0,0.4897959183673469,0.7735849056603774,0.7450980392156863,0.881578947368421,0.8842329545454546,9,100.0,0.6530612244897959,0.8301886792452831
uni2+hoptimus,deep_ensemble,0.7,de_aleatoric_uni2,0.2134736959909591,de_aleatoric_uni2,0.309165628690199,320,0.525,4.222222222222223,0.875,0.9041759443728271,0.861864406779661,0.7875974576271186,0.9283262711864406,0.10057749077305418,0.8333333333333334,0.9166666666666666,0.05955750888845591,-0.04231153759316608,0.05312499999999998,21,100.0,0.5288461538461539,,0.375,0.3105590062111801,0.7421383647798742,102,0.47058823529411764,0.8541666666666666,0.8781512605042017,7,100.0,0.2857142857142857,0.6415094339622641,0.6274509803921569,0.859375,0.8780487804878049,9,100.0,0.46938775510204084,0.7735849056603774
uni2+hoptimus,epistemic,0.9,within_encoder_mi_uni2,0.077761414609609,within_encoder_mi_uni2,0.12567320205583402,320,0.765625,4.411764705882353,0.8367346938775511,0.9041759443728271,0.8861585450506734,0.8374288490906566,0.9296872830764958,0.06593619002575976,0.7959183673469388,0.8816326530612245,0.06125915199955473,-0.018017399322153738,0.014859693877551039,40,77.5,0.7596153846153846,,1.0,0.6086956521739131,0.9245283018867925,102,0.7450980392156863,0.8289473684210527,0.8723404255319149,13,69.23076923076923,0.5918367346938775,0.8867924528301887,0.8627450980392157,0.8295454545454546,0.8773684210526316,15,60.0,0.7755102040816326,0.9433962264150944
uni2+hoptimus,epistemic,0.8,within_encoder_mi_uni2,0.0403670274994633,within_encoder_mi_uni2,0.08891226960957643,320,0.603125,3.9687500000000013,0.8704663212435233,0.9041759443728271,0.8649467054263565,0.7980832122093022,0.9205486918604651,0.08752486671423784,0.8288860103626943,0.9119170984455959,0.05934149719818698,-0.03922923894647057,0.04859132124352328,25,92.0,0.6025641025641025,,0.625,0.39751552795031053,0.8113207547169812,102,0.5980392156862745,0.8688524590163934,0.8809523809523809,8,100.0,0.42857142857142855,0.7547169811320755,0.7745098039215687,0.8354430379746836,0.8756720430107527,13,69.23076923076923,0.6326530612244898,0.9056603773584906
uni2+hoptimus,epistemic,0.7,within_encoder_mi_uni2,0.0315977860992276,within_encoder_mi_uni2,0.056758745673012735,320,0.509375,4.3611111111111125,0.8711656441717791,0.9041759443728271,0.8647638464152225,0.7942490655793408,0.9262742099898063,0.09435706454071173,0.8220858895705522,0.9202453987730062,0.07015363010173953,-0.039412097957604586,0.049290644171779086,21,90.47619047619048,0.5096153846153846,,0.5,0.33540372670807456,0.6855345911949685,102,0.5392156862745098,0.8727272727272727,0.8859649122807017,7,100.0,0.3877551020408163,0.6792452830188679,0.6862745098039216,0.8571428571428571,0.8802447552447552,10,80.0,0.5306122448979592,0.8301886792452831
uni2+hoptimus,laplace,0.9,laplace_aleatoric_uni2,0.4334055154000001,laplace_aleatoric_uni2,0.49817099220000005,320,0.80625,2.81818181818182,0.8643410852713178,0.9041759443728271,0.9058616718191186,0.8662741710614051,0.9425971388737345,0.05454727000651375,0.8255813953488372,0.8993217054263566,0.05270147007455229,0.001685727446291474,0.04246608527131779,35,85.71428571428571,0.8076923076923077,,0.75,0.7267080745341615,0.8867924528301887,102,0.803921568627451,0.8536585365853658,0.8839712918660287,12,75.0,0.7755102040816326,0.8301886792452831,0.8921568627450981,0.8241758241758241,0.885024154589372,16,56.25,0.9183673469387755,0.8679245283018868
uni2+hoptimus,laplace,0.8,laplace_aleatoric_uni2,0.3064293350000001,laplace_aleatoric_uni2,0.4269998568,320,0.6,3.87878787878788,0.875,0.9041759443728271,0.8924455825864277,0.8357583517634734,0.941101152368758,0.07528745740060902,0.833203125,0.9166666666666666,0.05965056749609411,-0.011730361786399413,0.05312499999999998,24,100.0,0.5993589743589743,,0.625,0.4409937888198758,0.7610062893081762,102,0.5784313725490197,0.847457627118644,0.8857493857493858,9,100.0,0.4489795918367347,0.6981132075471698,0.7647058823529411,0.8717948717948718,0.8842592592592593,10,90.0,0.7346938775510204,0.7924528301886793
uni2+hoptimus,laplace,0.7,laplace_aleatoric_uni2,0.2357562665999998,laplace_aleatoric_uni2,0.3574119269999999,320,0.509375,3.925,0.8957055214723927,0.9041759443728271,0.8589508437270726,0.7839233308877476,0.924298422597212,0.10032468926645095,0.852760736196319,0.9386503067484663,0.061384426339022136,-0.04522510064575447,0.07383052147239266,17,100.0,0.5128205128205128,,0.375,0.2919254658385093,0.7295597484276729,102,0.46078431372549017,0.8723404255319149,0.8831168831168831,6,100.0,0.2857142857142857,0.6226415094339622,0.6764705882352942,0.8695652173913043,0.8862068965517241,9,100.0,0.5918367346938775,0.7547169811320755
uni2+hoptimus,mc_dropout,0.9,mc_aleatoric_uni2,0.4414228980840999,mc_aleatoric_uni2,0.5131123866915325,320,0.803125,2.8636363636363638,0.8638132295719845,0.9041759443728271,0.9056615309366594,0.8608431156762045,0.9414954756664221,0.057641443763908,0.8249027237354085,0.9027237354085603,0.05561790713318848,0.0014855865638322419,0.04193822957198445,35,82.85714285714286,0.8044871794871795,,0.75,0.7204968944099379,0.8867924528301887,102,0.7941176470588235,0.8518518518518519,0.8843329253365974,12,75.0,0.7755102040816326,0.8113207547169812,0.8921568627450981,0.8241758241758241,0.885024154589372,16,56.25,0.9183673469387755,0.8679245283018868
uni2+hoptimus,mc_dropout,0.8,mc_aleatoric_uni2,0.2907662319246391,mc_aleatoric_uni2,0.4324506992973139,320,0.590625,3.8529411764705896,0.8783068783068783,0.9041759443728271,0.8910628019323672,0.8346527777777778,0.9426328502415459,0.07717228950644382,0.8306878306878307,0.9259259259259259,0.06806572444394966,-0.013113142440459913,0.056431878306878236,23,100.0,0.5897435897435898,,0.625,0.42857142857142855,0.7547169811320755,102,0.5686274509803921,0.8448275862068966,0.8876262626262627,9,100.0,0.4489795918367347,0.6792452830188679,0.7745098039215687,0.8607594936708861,0.8841698841698842,11,81.81818181818181,0.7551020408163265,0.7924528301886793
uni2+hoptimus,mc_dropout,0.7,mc_aleatoric_uni2,0.2226371999907335,mc_aleatoric_uni2,0.35555500282453234,320,0.51875,3.8500000000000014,0.8975903614457831,0.9041759443728271,0.8668965517241379,0.7891293103448276,0.9275991379310344,0.09896301584698175,0.8554216867469879,0.9337349397590361,0.05596970714818751,-0.03727939264868918,0.07571536144578306,17,100.0,0.5224358974358975,,0.375,0.3105590062111801,0.7295597484276729,102,0.4803921568627451,0.8775510204081632,0.8939393939393939,6,100.0,0.32653061224489793,0.6226415094339622,0.6764705882352942,0.8695652173913043,0.8862068965517241,9,100.0,0.5918367346938775,0.7547169811320755
uni2+hoptimus,ood,0.9,ood_attention_uni2,94.61228622436523,ood_attention_hoptimus,94.81767089843751,320,0.96875,4.999999999999982,0.8225806451612904,0.9041759443728271,0.9024309024309024,0.8634209540459541,0.9368163086913087,0.052454933839945025,0.7805645161290322,0.864516129032258,0.05999938718020904,-0.0017450419419247076,0.0007056451612903469,55,58.18181818181818,0.967948717948718,,1.0,0.9565217391304348,0.9811320754716981,102,0.9803921568627451,0.79,0.8681891025641025,21,42.857142857142854,0.9795918367346939,0.9811320754716981,0.803921568627451,0.8292682926829268,0.8982142857142857,14,35.714285714285715,0.8571428571428571,0.7547169811320755
uni2+hoptimus,ood,0.8,ood_attention_uni2,91.93367889404296,ood_attention_hoptimus,92.85527709960938,320,0.95,2.6666666666666696,0.8322368421052632,0.9041759443728271,0.9067099567099567,0.8708127705627706,0.9376298701298701,0.047753520016420484,0.7927631578947368,0.868421052631579,0.0540719488592561,0.0025340123371295764,0.010361842105263142,51,58.8235294117647,0.9519230769230769,,0.875,0.9316770186335404,0.9685534591194969,102,0.9607843137254902,0.8061224489795918,0.8819357530246141,19,42.10526315789474,0.9591836734693877,0.9622641509433962,0.6568627450980392,0.8507462686567164,0.927027027027027,10,40.0,0.7551020408163265,0.5660377358490566
uni2+hoptimus,ood,0.7,ood_attention_uni2,90.62922805786133,ood_attention_hoptimus,91.86038589477539,320,0.928125,3.833333333333338,0.8282828282828283,0.9041759443728271,0.9057228369308906,0.8684314347904952,0.9373356158171594,0.04924513648736796,0.7878787878787878,0.8686868686868687,0.05775273589183614,0.0015468925580635062,0.006407828282828265,51,58.8235294117647,0.9294871794871795,,0.875,0.9254658385093167,0.9308176100628931,102,0.9313725490196079,0.8,0.8781028368794326,19,42.10526315789474,0.9591836734693877,0.9056603773584906,0.5882352941176471,0.8666666666666667,0.9298642533936652,8,37.5,0.6938775510204082,0.49056603773584906
uni2+hoptimus,predictive,0.9,aleatoric_uni2,0.4357966006226053,aleatoric_uni2,0.5154908056121403,320,0.796875,2.8260869565217392,0.8666666666666667,0.9041759443728271,0.9072810716943687,0.8655296452493177,0.9449888365169933,0.05678869788232929,0.8274509803921568,0.9058823529411765,0.056054126012664476,0.0031051273215415565,0.044791666666666674,34,85.29411764705883,0.7980769230769231,,0.75,0.7204968944099379,0.8742138364779874,102,0.7843137254901961,0.85,0.8840852130325815,12,75.0,0.7755102040816326,0.7924528301886793,0.8921568627450981,0.8241758241758241,0.885024154589372,16,56.25,0.9183673469387755,0.8679245283018868
uni2+hoptimus,predictive,0.8,aleatoric_uni2,0.2906356622900748,aleatoric_uni2,0.4317190647582621,320,0.5875,3.8823529411764723,0.8776595744680851,0.9041759443728271,0.889828431372549,0.8322212009803922,0.940811887254902,0.07760868915597176,0.8297872340425532,0.9202127659574468,0.06462623304917565,-0.014347513000278145,0.055784574468085046,23,100.0,0.5865384615384616,,0.625,0.422360248447205,0.7547169811320755,102,0.5686274509803921,0.8448275862068966,0.8876262626262627,9,100.0,0.4489795918367347,0.6792452830188679,0.7745098039215687,0.8607594936708861,0.8841698841698842,11,81.81818181818181,0.7551020408163265,0.7924528301886793
uni2+hoptimus,predictive,0.7,aleatoric_uni2,0.2135599472152505,aleatoric_uni2,0.3560844170877631,320,0.5,3.902439024390244,0.9,0.9041759443728271,0.8621728488043683,0.7868527584259085,0.9301496893240445,0.10241289882785033,0.85625,0.94375,0.06253538433287878,-0.042003095568458826,0.078125,16,100.0,0.5032051282051282,,0.375,0.2919254658385093,0.710691823899371,102,0.46078431372549017,0.8936170212765957,0.8852813852813853,5,100.0,0.2857142857142857,0.6226415094339622,0.696078431372549,0.8732394366197183,0.8870967741935484,9,100.0,0.6326530612244898,0.7547169811320755
ensemble,deep_ensemble,0.9,de_predictive_entropy,0.6107162123891559,de_predictive_entropy,0.6548973609972991,320,0.834375,2.7894736842105243,0.8838951310861424,0.9068713621625845,0.9054421768707483,0.8615915532879819,0.9439951814058957,0.058893057768884045,0.8463483146067415,0.9213483146067416,0.053601757999610415,-0.0014291852918361103,0.04014513108614237,31,80.64516129032258,0.8365384615384616,,0.75,0.7453416149068323,0.9245283018867925,102,0.7843137254901961,0.875,0.8823529411764706,10,80.0,0.6938775510204082,0.8679245283018868,0.8627450980392157,0.8636363636363636,0.879644165358451,12,66.66666666666667,0.7959183673469388,0.9245283018867925
ensemble,deep_ensemble,0.8,de_predictive_entropy,0.5186015366494354,de_predictive_entropy,0.5572052429527624,320,0.721875,3.708333333333332,0.8874458874458875,0.9068713621625845,0.8956677575190899,0.8469611968209444,0.9418965248558516,0.06784933971920963,0.8484848484848485,0.9264069264069265,0.055690138181413384,-0.011203604643494569,0.04369588744588748,26,96.15384615384616,0.7211538461538461,,0.75,0.577639751552795,0.8679245283018868,102,0.696078431372549,0.8732394366197183,0.882890365448505,9,88.88888888888889,0.5714285714285714,0.8113207547169812,0.7549019607843137,0.8701298701298701,0.8829201101928374,10,80.0,0.673469387755102,0.8301886792452831
ensemble,deep_ensemble,0.7,de_predictive_entropy,0.3756973188206429,de_predictive_entropy,0.47080855917917963,320,0.615625,3.8437500000000013,0.9086294416243654,0.9068713621625845,0.8854444444444445,0.8209972222222222,0.939386111111111,0.08461136762753309,0.868020304568528,0.9441624365482234,0.054418028426000374,-0.02142691771813998,0.06487944162436543,18,100.0,0.6153846153846154,,0.625,0.4472049689440994,0.7861635220125787,102,0.6078431372549019,0.8870967741935484,0.881578947368421,7,100.0,0.4897959183673469,0.7169811320754716,0.6862745098039216,0.8857142857142857,0.8835034013605442,8,100.0,0.5714285714285714,0.7924528301886793
