predictor,family,signal,target_coverage,axis,level,n,n_retained,realised_coverage
hoptimus,deep_ensemble,de_aleatoric_hoptimus,0.7,age,70+,11,10,0.9090909090909091
hoptimus,deep_ensemble,de_aleatoric_hoptimus,0.7,tier,a,312,196,0.6282051282051282
hoptimus,deep_ensemble,de_aleatoric_hoptimus,0.7,tier,c,8,5,0.625
hoptimus,deep_ensemble,de_aleatoric_hoptimus,0.7,tier_grouped,c,8,5,0.625
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,sex,female,134,133,0.9925373134328358
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,sex,male,186,186,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,age,20-39,104,104,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,age,40-54,120,119,0.9916666666666667
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,age,55-69,82,82,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,age,70+,11,11,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,tier,a,312,311,0.9967948717948718
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,tier,c,8,8,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.9,tier_grouped,c,8,8,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,sex,female,134,117,0.8731343283582089
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,sex,male,186,156,0.8387096774193549
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,age,20-39,104,78,0.75
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,age,40-54,120,103,0.8583333333333333
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,age,55-69,82,79,0.9634146341463414
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,age,70+,11,11,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,tier,a,312,266,0.8525641025641025
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,tier,c,8,7,0.875
hoptimus,epistemic,within_encoder_mi_hoptimus,0.8,tier_grouped,c,8,7,0.875
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,sex,female,134,96,0.7164179104477612
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,sex,male,186,125,0.6720430107526881
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,age,20-39,104,54,0.5192307692307693
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,age,40-54,120,83,0.6916666666666667
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,age,55-69,82,72,0.8780487804878049
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,age,70+,11,11,1.0
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,tier,a,312,216,0.6923076923076923
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,tier,c,8,5,0.625
hoptimus,epistemic,within_encoder_mi_hoptimus,0.7,tier_grouped,c,8,5,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,sex,female,134,124,0.9253731343283582
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,sex,male,186,161,0.8655913978494624
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,age,20-39,104,88,0.8461538461538461
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,age,40-54,120,104,0.8666666666666667
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,age,55-69,82,79,0.9634146341463414
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,age,70+,11,11,1.0
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,tier,a,312,280,0.8974358974358975
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,tier,c,8,5,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.9,tier_grouped,c,8,5,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,sex,female,134,106,0.7910447761194029
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,sex,male,186,141,0.7580645161290323
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,age,20-39,104,71,0.6826923076923077
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,age,40-54,120,90,0.75
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,age,55-69,82,75,0.9146341463414634
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,age,70+,11,10,0.9090909090909091
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,tier,a,312,242,0.7756410256410257
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,tier,c,8,5,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.8,tier_grouped,c,8,5,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,sex,female,134,89,0.664179104477612
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,sex,male,186,116,0.6236559139784946
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,age,20-39,104,51,0.49038461538461536
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,age,40-54,120,75,0.625
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,age,55-69,82,69,0.8414634146341463
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,age,70+,11,9,0.8181818181818182
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,tier,a,312,202,0.6474358974358975
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,tier,c,8,3,0.375
hoptimus,laplace,laplace_epistemic_mi_hoptimus,0.7,tier_grouped,c,8,3,0.375
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,sex,female,134,119,0.8880597014925373
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,sex,male,186,164,0.8817204301075269
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,age,20-39,104,86,0.8269230769230769
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,age,40-54,120,105,0.875
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,age,55-69,82,79,0.9634146341463414
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,age,70+,11,11,1.0
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,tier,a,312,276,0.8846153846153846
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,tier,c,8,7,0.875
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.9,tier_grouped,c,8,7,0.875
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,sex,female,134,109,0.8134328358208955
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,sex,male,186,147,0.7903225806451613
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,age,20-39,104,75,0.7211538461538461
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,age,40-54,120,94,0.7833333333333333
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,age,55-69,82,76,0.926829268292683
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,age,70+,11,10,0.9090909090909091
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,tier,a,312,250,0.8012820512820513
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,tier,c,8,6,0.75
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.8,tier_grouped,c,8,6,0.75
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,sex,female,134,93,0.6940298507462687
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,sex,male,186,117,0.6290322580645161
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,age,20-39,104,57,0.5480769230769231
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,age,40-54,120,77,0.6416666666666667
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,age,55-69,82,65,0.7926829268292683
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,age,70+,11,10,0.9090909090909091
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,tier,a,312,205,0.657051282051282
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,tier,c,8,5,0.625
hoptimus,mc_dropout,mc_aleatoric_hoptimus,0.7,tier_grouped,c,8,5,0.625
hoptimus,ood,ood_attention_hoptimus,0.9,sex,female,134,94,0.7014925373134329
hoptimus,ood,ood_attention_hoptimus,0.9,sex,male,186,139,0.7473118279569892
hoptimus,ood,ood_attention_hoptimus,0.9,age,20-39,104,75,0.7211538461538461
hoptimus,ood,ood_attention_hoptimus,0.9,age,40-54,120,82,0.6833333333333333
hoptimus,ood,ood_attention_hoptimus,0.9,age,55-69,82,66,0.8048780487804879
hoptimus,ood,ood_attention_hoptimus,0.9,age,70+,11,7,0.6363636363636364
hoptimus,ood,ood_attention_hoptimus,0.9,tier,a,312,230,0.7371794871794872
hoptimus,ood,ood_attention_hoptimus,0.9,tier,c,8,3,0.375
hoptimus,ood,ood_attention_hoptimus,0.9,tier_grouped,c,8,3,0.375
hoptimus,ood,ood_attention_hoptimus,0.8,sex,female,134,45,0.3358208955223881
hoptimus,ood,ood_attention_hoptimus,0.8,sex,male,186,72,0.3870967741935484
hoptimus,ood,ood_attention_hoptimus,0.8,age,20-39,104,41,0.3942307692307692
hoptimus,ood,ood_attention_hoptimus,0.8,age,40-54,120,43,0.35833333333333334
hoptimus,ood,ood_attention_hoptimus,0.8,age,55-69,82,31,0.3780487804878049
hoptimus,ood,ood_attention_hoptimus,0.8,age,70+,11,2,0.18181818181818182
hoptimus,ood,ood_attention_hoptimus,0.8,tier,a,312,115,0.3685897435897436
hoptimus,ood,ood_attention_hoptimus,0.8,tier,c,8,2,0.25
hoptimus,ood,ood_attention_hoptimus,0.8,tier_grouped,c,8,2,0.25
hoptimus,ood,ood_attention_hoptimus,0.7,sex,female,134,28,0.208955223880597
hoptimus,ood,ood_attention_hoptimus,0.7,sex,male,186,43,0.23118279569892472
hoptimus,ood,ood_attention_hoptimus,0.7,age,20-39,104,29,0.27884615384615385
hoptimus,ood,ood_attention_hoptimus,0.7,age,40-54,120,27,0.225
hoptimus,ood,ood_attention_hoptimus,0.7,age,55-69,82,14,0.17073170731707318
hoptimus,ood,ood_attention_hoptimus,0.7,age,70+,11,1,0.09090909090909091
hoptimus,ood,ood_attention_hoptimus,0.7,tier,a,312,69,0.22115384615384615
hoptimus,ood,ood_attention_hoptimus,0.7,tier,c,8,2,0.25
hoptimus,ood,ood_attention_hoptimus,0.7,tier_grouped,c,8,2,0.25
hoptimus,predictive,aleatoric_hoptimus,0.9,sex,female,134,119,0.8880597014925373
hoptimus,predictive,aleatoric_hoptimus,0.9,sex,male,186,164,0.8817204301075269
hoptimus,predictive,aleatoric_hoptimus,0.9,age,20-39,104,86,0.8269230769230769
hoptimus,predictive,aleatoric_hoptimus,0.9,age,40-54,120,105,0.875
hoptimus,predictive,aleatoric_hoptimus,0.9,age,55-69,82,79,0.9634146341463414
hoptimus,predictive,aleatoric_hoptimus,0.9,age,70+,11,11,1.0
hoptimus,predictive,aleatoric_hoptimus,0.9,tier,a,312,276,0.8846153846153846
hoptimus,predictive,aleatoric_hoptimus,0.9,tier,c,8,7,0.875
hoptimus,predictive,aleatoric_hoptimus,0.9,tier_grouped,c,8,7,0.875
hoptimus,predictive,aleatoric_hoptimus,0.8,sex,female,134,110,0.8208955223880597
hoptimus,predictive,aleatoric_hoptimus,0.8,sex,male,186,147,0.7903225806451613
hoptimus,predictive,aleatoric_hoptimus,0.8,age,20-39,104,75,0.7211538461538461
hoptimus,predictive,aleatoric_hoptimus,0.8,age,40-54,120,94,0.7833333333333333
hoptimus,predictive,aleatoric_hoptimus,0.8,age,55-69,82,77,0.9390243902439024
hoptimus,predictive,aleatoric_hoptimus,0.8,age,70+,11,10,0.9090909090909091
hoptimus,predictive,aleatoric_hoptimus,0.8,tier,a,312,251,0.8044871794871795
hoptimus,predictive,aleatoric_hoptimus,0.8,tier,c,8,6,0.75
hoptimus,predictive,aleatoric_hoptimus,0.8,tier_grouped,c,8,6,0.75
hoptimus,predictive,aleatoric_hoptimus,0.7,sex,female,134,92,0.6865671641791045
hoptimus,predictive,aleatoric_hoptimus,0.7,sex,male,186,114,0.6129032258064516
hoptimus,predictive,aleatoric_hoptimus,0.7,age,20-39,104,56,0.5384615384615384
hoptimus,predictive,aleatoric_hoptimus,0.7,age,40-54,120,75,0.625
hoptimus,predictive,aleatoric_hoptimus,0.7,age,55-69,82,64,0.7804878048780488
hoptimus,predictive,aleatoric_hoptimus,0.7,age,70+,11,10,0.9090909090909091
hoptimus,predictive,aleatoric_hoptimus,0.7,tier,a,312,201,0.6442307692307693
hoptimus,predictive,aleatoric_hoptimus,0.7,tier,c,8,5,0.625
hoptimus,predictive,aleatoric_hoptimus,0.7,tier_grouped,c,8,5,0.625
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,sex,female,134,105,0.7835820895522388
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,sex,male,186,150,0.8064516129032258
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,age,20-39,104,75,0.7211538461538461
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,age,40-54,120,92,0.7666666666666667
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,age,55-69,82,77,0.9390243902439024
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,age,70+,11,9,0.8181818181818182
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,tier,a,312,249,0.7980769230769231
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,tier,c,8,6,0.75
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.9,tier_grouped,c,8,6,0.75
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,sex,female,134,93,0.6940298507462687
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,sex,male,186,126,0.6774193548387096
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,age,20-39,104,56,0.5384615384615384
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,age,40-54,120,82,0.6833333333333333
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,age,55-69,82,70,0.8536585365853658
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,age,70+,11,9,0.8181818181818182
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,tier,a,312,213,0.6826923076923077
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,tier,c,8,6,0.75
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.8,tier_grouped,c,8,6,0.75
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,sex,female,134,74,0.5522388059701493
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,sex,male,186,94,0.5053763440860215
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,age,20-39,104,33,0.3173076923076923
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,age,40-54,120,66,0.55
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,age,55-69,82,60,0.7317073170731707
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,age,70+,11,8,0.7272727272727273
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,tier,a,312,165,0.5288461538461539
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,tier,c,8,3,0.375
uni2+hoptimus,deep_ensemble,de_aleatoric_uni2,0.7,tier_grouped,c,8,3,0.375
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,sex,female,134,101,0.753731343283582
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,sex,male,186,144,0.7741935483870968
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,age,20-39,104,72,0.6923076923076923
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,age,40-54,120,89,0.7416666666666667
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,age,55-69,82,73,0.8902439024390244
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,age,70+,11,9,0.8181818181818182
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,tier,a,312,237,0.7596153846153846
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,tier,c,8,8,1.0
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.9,tier_grouped,c,8,8,1.0
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,sex,female,134,82,0.6119402985074627
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,sex,male,186,111,0.5967741935483871
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,age,20-39,104,44,0.4230769230769231
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,age,40-54,120,75,0.625
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,age,55-69,82,64,0.7804878048780488
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,age,70+,11,8,0.7272727272727273
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,tier,a,312,188,0.6025641025641025
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,tier,c,8,5,0.625
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.8,tier_grouped,c,8,5,0.625
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,sex,female,134,73,0.5447761194029851
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,sex,male,186,90,0.4838709677419355
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,age,20-39,104,37,0.3557692307692308
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,age,40-54,120,63,0.525
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,age,55-69,82,54,0.6585365853658537
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,age,70+,11,7,0.6363636363636364
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,tier,a,312,159,0.5096153846153846
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,tier,c,8,4,0.5
uni2+hoptimus,epistemic,within_encoder_mi_uni2,0.7,tier_grouped,c,8,4,0.5
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,sex,female,134,109,0.8134328358208955
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,sex,male,186,149,0.8010752688172043
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,age,20-39,104,78,0.75
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,age,40-54,120,95,0.7916666666666666
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,age,55-69,82,74,0.9024390243902439
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,age,70+,11,9,0.8181818181818182
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,tier,a,312,252,0.8076923076923077
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,tier,c,8,6,0.75
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.9,tier_grouped,c,8,6,0.75
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,sex,female,134,86,0.6417910447761194
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,sex,male,186,106,0.5698924731182796
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,age,20-39,104,45,0.4326923076923077
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,age,40-54,120,75,0.625
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,age,55-69,82,63,0.7682926829268293
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,age,70+,11,8,0.7272727272727273
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,tier,a,312,187,0.5993589743589743
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,tier,c,8,5,0.625
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.8,tier_grouped,c,8,5,0.625
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,sex,female,134,73,0.5447761194029851
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,sex,male,186,90,0.4838709677419355
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,age,20-39,104,32,0.3076923076923077
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,age,40-54,120,63,0.525
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,age,55-69,82,59,0.7195121951219512
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,age,70+,11,8,0.7272727272727273
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,tier,a,312,160,0.5128205128205128
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,tier,c,8,3,0.375
uni2+hoptimus,laplace,laplace_aleatoric_uni2,0.7,tier_grouped,c,8,3,0.375
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,sex,female,134,110,0.8208955223880597
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,sex,male,186,147,0.7903225806451613
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,age,20-39,104,76,0.7307692307692307
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,age,40-54,120,96,0.8
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,age,55-69,82,74,0.9024390243902439
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,age,70+,11,9,0.8181818181818182
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,tier,a,312,251,0.8044871794871795
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,tier,c,8,6,0.75
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.9,tier_grouped,c,8,6,0.75
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,sex,female,134,85,0.6343283582089553
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,sex,male,186,104,0.5591397849462365
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,age,20-39,104,44,0.4230769230769231
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,age,40-54,120,74,0.6166666666666667
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,age,55-69,82,62,0.7560975609756098
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,age,70+,11,8,0.7272727272727273
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,tier,a,312,184,0.5897435897435898
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,tier,c,8,5,0.625
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.8,tier_grouped,c,8,5,0.625
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,sex,female,134,76,0.5671641791044776
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,sex,male,186,90,0.4838709677419355
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,age,20-39,104,34,0.3269230769230769
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,age,40-54,120,64,0.5333333333333333
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,age,55-69,82,59,0.7195121951219512
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,age,70+,11,8,0.7272727272727273
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,tier,a,312,163,0.5224358974358975
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,tier,c,8,3,0.375
uni2+hoptimus,mc_dropout,mc_aleatoric_uni2,0.7,tier_grouped,c,8,3,0.375
uni2+hoptimus,ood,ood_attention_uni2,0.9,sex,female,134,129,0.9626865671641791
uni2+hoptimus,ood,ood_attention_uni2,0.9,sex,male,186,181,0.9731182795698925
uni2+hoptimus,ood,ood_attention_uni2,0.9,age,20-39,104,99,0.9519230769230769
uni2+hoptimus,ood,ood_attention_uni2,0.9,age,40-54,120,116,0.9666666666666667
uni2+hoptimus,ood,ood_attention_uni2,0.9,age,55-69,82,81,0.9878048780487805
uni2+hoptimus,ood,ood_attention_uni2,0.9,age,70+,11,11,1.0
uni2+hoptimus,ood,ood_attention_uni2,0.9,tier,a,312,302,0.967948717948718
uni2+hoptimus,ood,ood_attention_uni2,0.9,tier,c,8,8,1.0
uni2+hoptimus,ood,ood_attention_uni2,0.9,tier_grouped,c,8,8,1.0
uni2+hoptimus,ood,ood_attention_uni2,0.8,sex,female,134,126,0.9402985074626866
uni2+hoptimus,ood,ood_attention_uni2,0.8,sex,male,186,178,0.956989247311828
uni2+hoptimus,ood,ood_attention_uni2,0.8,age,20-39,104,96,0.9230769230769231
uni2+hoptimus,ood,ood_attention_uni2,0.8,age,40-54,120,114,0.95
uni2+hoptimus,ood,ood_attention_uni2,0.8,age,55-69,82,81,0.9878048780487805
uni2+hoptimus,ood,ood_attention_uni2,0.8,age,70+,11,11,1.0
uni2+hoptimus,ood,ood_attention_uni2,0.8,tier,a,312,297,0.9519230769230769
uni2+hoptimus,ood,ood_attention_uni2,0.8,tier,c,8,7,0.875
uni2+hoptimus,ood,ood_attention_uni2,0.8,tier_grouped,c,8,7,0.875
uni2+hoptimus,ood,ood_attention_uni2,0.7,sex,female,134,124,0.9253731343283582
uni2+hoptimus,ood,ood_attention_uni2,0.7,sex,male,186,173,0.9301075268817204
uni2+hoptimus,ood,ood_attention_uni2,0.7,age,20-39,104,95,0.9134615384615384
uni2+hoptimus,ood,ood_attention_uni2,0.7,age,40-54,120,111,0.925
uni2+hoptimus,ood,ood_attention_uni2,0.7,age,55-69,82,79,0.9634146341463414
uni2+hoptimus,ood,ood_attention_uni2,0.7,age,70+,11,10,0.9090909090909091
uni2+hoptimus,ood,ood_attention_uni2,0.7,tier,a,312,290,0.9294871794871795
uni2+hoptimus,ood,ood_attention_uni2,0.7,tier,c,8,7,0.875
uni2+hoptimus,ood,ood_attention_uni2,0.7,tier_grouped,c,8,7,0.875
uni2+hoptimus,predictive,aleatoric_uni2,0.9,sex,female,134,108,0.8059701492537313
uni2+hoptimus,predictive,aleatoric_uni2,0.9,sex,male,186,147,0.7903225806451613
uni2+hoptimus,predictive,aleatoric_uni2,0.9,age,20-39,104,76,0.7307692307692307
uni2+hoptimus,predictive,aleatoric_uni2,0.9,age,40-54,120,94,0.7833333333333333
uni2+hoptimus,predictive,aleatoric_uni2,0.9,age,55-69,82,74,0.9024390243902439
uni2+hoptimus,predictive,aleatoric_uni2,0.9,age,70+,11,9,0.8181818181818182
uni2+hoptimus,predictive,aleatoric_uni2,0.9,tier,a,312,249,0.7980769230769231
uni2+hoptimus,predictive,aleatoric_uni2,0.9,tier,c,8,6,0.75
uni2+hoptimus,predictive,aleatoric_uni2,0.9,tier_grouped,c,8,6,0.75
uni2+hoptimus,predictive,aleatoric_uni2,0.8,sex,female,134,84,0.6268656716417911
uni2+hoptimus,predictive,aleatoric_uni2,0.8,sex,male,186,104,0.5591397849462365
uni2+hoptimus,predictive,aleatoric_uni2,0.8,age,20-39,104,44,0.4230769230769231
uni2+hoptimus,predictive,aleatoric_uni2,0.8,age,40-54,120,73,0.6083333333333333
uni2+hoptimus,predictive,aleatoric_uni2,0.8,age,55-69,82,62,0.7560975609756098
uni2+hoptimus,predictive,aleatoric_uni2,0.8,age,70+,11,8,0.7272727272727273
uni2+hoptimus,predictive,aleatoric_uni2,0.8,tier,a,312,183,0.5865384615384616
uni2+hoptimus,predictive,aleatoric_uni2,0.8,tier,c,8,5,0.625
uni2+hoptimus,predictive,aleatoric_uni2,0.8,tier_grouped,c,8,5,0.625
uni2+hoptimus,predictive,aleatoric_uni2,0.7,sex,female,134,71,0.5298507462686567
uni2+hoptimus,predictive,aleatoric_uni2,0.7,sex,male,186,89,0.478494623655914
