predictor,family,signal,target_coverage,axis,level,n,n_retained,realised_coverage
uni2+hoptimus,predictive,aleatoric_uni2,0.7,age,20-39,104,32,0.3076923076923077
uni2+hoptimus,predictive,aleatoric_uni2,0.7,age,40-54,120,62,0.5166666666666667
uni2+hoptimus,predictive,aleatoric_uni2,0.7,age,55-69,82,58,0.7073170731707317
uni2+hoptimus,predictive,aleatoric_uni2,0.7,age,70+,11,8,0.7272727272727273
uni2+hoptimus,predictive,aleatoric_uni2,0.7,tier,a,312,157,0.5032051282051282
uni2+hoptimus,predictive,aleatoric_uni2,0.7,tier,c,8,3,0.375
uni2+hoptimus,predictive,aleatoric_uni2,0.7,tier_grouped,c,8,3,0.375
ensemble,deep_ensemble,de_predictive_entropy,0.9,sex,female,134,112,0.835820895522388
ensemble,deep_ensemble,de_predictive_entropy,0.9,sex,male,186,155,0.8333333333333334
ensemble,deep_ensemble,de_predictive_entropy,0.9,age,20-39,104,80,0.7692307692307693
ensemble,deep_ensemble,de_predictive_entropy,0.9,age,40-54,120,95,0.7916666666666666
ensemble,deep_ensemble,de_predictive_entropy,0.9,age,55-69,82,79,0.9634146341463414
ensemble,deep_ensemble,de_predictive_entropy,0.9,age,70+,11,10,0.9090909090909091
ensemble,deep_ensemble,de_predictive_entropy,0.9,tier,a,312,261,0.8365384615384616
ensemble,deep_ensemble,de_predictive_entropy,0.9,tier,c,8,6,0.75
ensemble,deep_ensemble,de_predictive_entropy,0.9,tier_grouped,c,8,6,0.75
ensemble,deep_ensemble,de_predictive_entropy,0.8,sex,female,134,102,0.7611940298507462
ensemble,deep_ensemble,de_predictive_entropy,0.8,sex,male,186,129,0.6935483870967742
ensemble,deep_ensemble,de_predictive_entropy,0.8,age,20-39,104,65,0.625
ensemble,deep_ensemble,de_predictive_entropy,0.8,age,40-54,120,84,0.7
ensemble,deep_ensemble,de_predictive_entropy,0.8,age,55-69,82,72,0.8780487804878049
ensemble,deep_ensemble,de_predictive_entropy,0.8,age,70+,11,9,0.8181818181818182
ensemble,deep_ensemble,de_predictive_entropy,0.8,tier,a,312,225,0.7211538461538461
ensemble,deep_ensemble,de_predictive_entropy,0.8,tier,c,8,6,0.75
ensemble,deep_ensemble,de_predictive_entropy,0.8,tier_grouped,c,8,6,0.75
ensemble,deep_ensemble,de_predictive_entropy,0.7,sex,female,134,89,0.664179104477612
ensemble,deep_ensemble,de_predictive_entropy,0.7,sex,male,186,108,0.5806451612903226
ensemble,deep_ensemble,de_predictive_entropy,0.7,age,20-39,104,51,0.49038461538461536
ensemble,deep_ensemble,de_predictive_entropy,0.7,age,40-54,120,74,0.6166666666666667
ensemble,deep_ensemble,de_predictive_entropy,0.7,age,55-69,82,62,0.7560975609756098
ensemble,deep_ensemble,de_predictive_entropy,0.7,age,70+,11,9,0.8181818181818182
ensemble,deep_ensemble,de_predictive_entropy,0.7,tier,a,312,192,0.6153846153846154
ensemble,deep_ensemble,de_predictive_entropy,0.7,tier,c,8,5,0.625
ensemble,deep_ensemble,de_predictive_entropy,0.7,tier_grouped,c,8,5,0.625
ensemble,epistemic,mean_within_encoder_mi,0.9,sex,female,134,127,0.9477611940298507
ensemble,epistemic,mean_within_encoder_mi,0.9,sex,male,186,176,0.946236559139785
ensemble,epistemic,mean_within_encoder_mi,0.9,age,20-39,104,98,0.9423076923076923
ensemble,epistemic,mean_within_encoder_mi,0.9,age,40-54,120,113,0.9416666666666667
ensemble,epistemic,mean_within_encoder_mi,0.9,age,55-69,82,79,0.9634146341463414
ensemble,epistemic,mean_within_encoder_mi,0.9,age,70+,11,11,1.0
ensemble,epistemic,mean_within_encoder_mi,0.9,tier,a,312,295,0.9455128205128205
ensemble,epistemic,mean_within_encoder_mi,0.9,tier,c,8,8,1.0
ensemble,epistemic,mean_within_encoder_mi,0.9,tier_grouped,c,8,8,1.0
ensemble,epistemic,mean_within_encoder_mi,0.8,sex,female,134,108,0.8059701492537313
ensemble,epistemic,mean_within_encoder_mi,0.8,sex,male,186,144,0.7741935483870968
ensemble,epistemic,mean_within_encoder_mi,0.8,age,20-39,104,72,0.6923076923076923
ensemble,epistemic,mean_within_encoder_mi,0.8,age,40-54,120,91,0.7583333333333333
ensemble,epistemic,mean_within_encoder_mi,0.8,age,55-69,82,77,0.9390243902439024
ensemble,epistemic,mean_within_encoder_mi,0.8,age,70+,11,10,0.9090909090909091
ensemble,epistemic,mean_within_encoder_mi,0.8,tier,a,312,245,0.7852564102564102
ensemble,epistemic,mean_within_encoder_mi,0.8,tier,c,8,7,0.875
ensemble,epistemic,mean_within_encoder_mi,0.8,tier_grouped,c,8,7,0.875
ensemble,epistemic,mean_within_encoder_mi,0.7,sex,female,134,88,0.6567164179104478
ensemble,epistemic,mean_within_encoder_mi,0.7,sex,male,186,124,0.6666666666666666
ensemble,epistemic,mean_within_encoder_mi,0.7,age,20-39,104,49,0.47115384615384615
ensemble,epistemic,mean_within_encoder_mi,0.7,age,40-54,120,81,0.675
ensemble,epistemic,mean_within_encoder_mi,0.7,age,55-69,82,71,0.8658536585365854
ensemble,epistemic,mean_within_encoder_mi,0.7,age,70+,11,9,0.8181818181818182
ensemble,epistemic,mean_within_encoder_mi,0.7,tier,a,312,207,0.6634615384615384
ensemble,epistemic,mean_within_encoder_mi,0.7,tier,c,8,5,0.625
ensemble,epistemic,mean_within_encoder_mi,0.7,tier_grouped,c,8,5,0.625
ensemble,laplace,laplace_predictive_entropy,0.9,sex,female,134,117,0.8731343283582089
ensemble,laplace,laplace_predictive_entropy,0.9,sex,male,186,161,0.8655913978494624
ensemble,laplace,laplace_predictive_entropy,0.9,age,20-39,104,84,0.8076923076923077
ensemble,laplace,laplace_predictive_entropy,0.9,age,40-54,120,102,0.85
ensemble,laplace,laplace_predictive_entropy,0.9,age,55-69,82,79,0.9634146341463414
ensemble,laplace,laplace_predictive_entropy,0.9,age,70+,11,10,0.9090909090909091
ensemble,laplace,laplace_predictive_entropy,0.9,tier,a,312,271,0.8685897435897436
ensemble,laplace,laplace_predictive_entropy,0.9,tier,c,8,7,0.875
ensemble,laplace,laplace_predictive_entropy,0.9,tier_grouped,c,8,7,0.875
ensemble,laplace,laplace_predictive_entropy,0.8,sex,female,134,105,0.7835820895522388
ensemble,laplace,laplace_predictive_entropy,0.8,sex,male,186,139,0.7473118279569892
ensemble,laplace,laplace_predictive_entropy,0.8,age,20-39,104,67,0.6442307692307693
ensemble,laplace,laplace_predictive_entropy,0.8,age,40-54,120,89,0.7416666666666667
ensemble,laplace,laplace_predictive_entropy,0.8,age,55-69,82,77,0.9390243902439024
ensemble,laplace,laplace_predictive_entropy,0.8,age,70+,11,9,0.8181818181818182
ensemble,laplace,laplace_predictive_entropy,0.8,tier,a,312,238,0.7628205128205128
ensemble,laplace,laplace_predictive_entropy,0.8,tier,c,8,6,0.75
ensemble,laplace,laplace_predictive_entropy,0.8,tier_grouped,c,8,6,0.75
ensemble,laplace,laplace_predictive_entropy,0.7,sex,female,134,93,0.6940298507462687
ensemble,laplace,laplace_predictive_entropy,0.7,sex,male,186,117,0.6290322580645161
ensemble,laplace,laplace_predictive_entropy,0.7,age,20-39,104,54,0.5192307692307693
ensemble,laplace,laplace_predictive_entropy,0.7,age,40-54,120,77,0.6416666666666667
ensemble,laplace,laplace_predictive_entropy,0.7,age,55-69,82,69,0.8414634146341463
ensemble,laplace,laplace_predictive_entropy,0.7,age,70+,11,9,0.8181818181818182
ensemble,laplace,laplace_predictive_entropy,0.7,tier,a,312,205,0.657051282051282
ensemble,laplace,laplace_predictive_entropy,0.7,tier,c,8,5,0.625
ensemble,laplace,laplace_predictive_entropy,0.7,tier_grouped,c,8,5,0.625
ensemble,mc_dropout,mc_predictive_entropy,0.9,sex,female,134,115,0.8582089552238806
ensemble,mc_dropout,mc_predictive_entropy,0.9,sex,male,186,159,0.8548387096774194
ensemble,mc_dropout,mc_predictive_entropy,0.9,age,20-39,104,82,0.7884615384615384
ensemble,mc_dropout,mc_predictive_entropy,0.9,age,40-54,120,99,0.825
ensemble,mc_dropout,mc_predictive_entropy,0.9,age,55-69,82,80,0.975609756097561
ensemble,mc_dropout,mc_predictive_entropy,0.9,age,70+,11,10,0.9090909090909091
ensemble,mc_dropout,mc_predictive_entropy,0.9,tier,a,312,268,0.8589743589743589
ensemble,mc_dropout,mc_predictive_entropy,0.9,tier,c,8,6,0.75
ensemble,mc_dropout,mc_predictive_entropy,0.9,tier_grouped,c,8,6,0.75
ensemble,mc_dropout,mc_predictive_entropy,0.8,sex,female,134,105,0.7835820895522388
ensemble,mc_dropout,mc_predictive_entropy,0.8,sex,male,186,137,0.7365591397849462
ensemble,mc_dropout,mc_predictive_entropy,0.8,age,20-39,104,66,0.6346153846153846
ensemble,mc_dropout,mc_predictive_entropy,0.8,age,40-54,120,89,0.7416666666666667
ensemble,mc_dropout,mc_predictive_entropy,0.8,age,55-69,82,76,0.926829268292683
ensemble,mc_dropout,mc_predictive_entropy,0.8,age,70+,11,9,0.8181818181818182
ensemble,mc_dropout,mc_predictive_entropy,0.8,tier,a,312,236,0.7564102564102564
ensemble,mc_dropout,mc_predictive_entropy,0.8,tier,c,8,6,0.75
ensemble,mc_dropout,mc_predictive_entropy,0.8,tier_grouped,c,8,6,0.75
ensemble,mc_dropout,mc_predictive_entropy,0.7,sex,female,134,91,0.6791044776119403
ensemble,mc_dropout,mc_predictive_entropy,0.7,sex,male,186,113,0.6075268817204301
ensemble,mc_dropout,mc_predictive_entropy,0.7,age,20-39,104,53,0.5096153846153846
ensemble,mc_dropout,mc_predictive_entropy,0.7,age,40-54,120,76,0.6333333333333333
ensemble,mc_dropout,mc_predictive_entropy,0.7,age,55-69,82,65,0.7926829268292683
ensemble,mc_dropout,mc_predictive_entropy,0.7,age,70+,11,9,0.8181818181818182
ensemble,mc_dropout,mc_predictive_entropy,0.7,tier,a,312,199,0.6378205128205128
ensemble,mc_dropout,mc_predictive_entropy,0.7,tier,c,8,5,0.625
ensemble,mc_dropout,mc_predictive_entropy,0.7,tier_grouped,c,8,5,0.625
ensemble,ood,ood_attention_uni2,0.9,sex,female,134,129,0.9626865671641791
ensemble,ood,ood_attention_uni2,0.9,sex,male,186,181,0.9731182795698925
ensemble,ood,ood_attention_uni2,0.9,age,20-39,104,99,0.9519230769230769
ensemble,ood,ood_attention_uni2,0.9,age,40-54,120,116,0.9666666666666667
ensemble,ood,ood_attention_uni2,0.9,age,55-69,82,81,0.9878048780487805
ensemble,ood,ood_attention_uni2,0.9,age,70+,11,11,1.0
ensemble,ood,ood_attention_uni2,0.9,tier,a,312,302,0.967948717948718
ensemble,ood,ood_attention_uni2,0.9,tier,c,8,8,1.0
ensemble,ood,ood_attention_uni2,0.9,tier_grouped,c,8,8,1.0
ensemble,ood,ood_attention_uni2,0.8,sex,female,134,126,0.9402985074626866
ensemble,ood,ood_attention_uni2,0.8,sex,male,186,178,0.956989247311828
ensemble,ood,ood_attention_uni2,0.8,age,20-39,104,96,0.9230769230769231
ensemble,ood,ood_attention_uni2,0.8,age,40-54,120,114,0.95
ensemble,ood,ood_attention_uni2,0.8,age,55-69,82,81,0.9878048780487805
ensemble,ood,ood_attention_uni2,0.8,age,70+,11,11,1.0
ensemble,ood,ood_attention_uni2,0.8,tier,a,312,297,0.9519230769230769
ensemble,ood,ood_attention_uni2,0.8,tier,c,8,7,0.875
ensemble,ood,ood_attention_uni2,0.8,tier_grouped,c,8,7,0.875
ensemble,ood,ood_attention_uni2,0.7,sex,female,134,124,0.9253731343283582
ensemble,ood,ood_attention_uni2,0.7,sex,male,186,173,0.9301075268817204
ensemble,ood,ood_attention_uni2,0.7,age,20-39,104,95,0.9134615384615384
ensemble,ood,ood_attention_uni2,0.7,age,40-54,120,111,0.925
ensemble,ood,ood_attention_uni2,0.7,age,55-69,82,79,0.9634146341463414
ensemble,ood,ood_attention_uni2,0.7,age,70+,11,10,0.9090909090909091
ensemble,ood,ood_attention_uni2,0.7,tier,a,312,290,0.9294871794871795
ensemble,ood,ood_attention_uni2,0.7,tier,c,8,7,0.875
ensemble,ood,ood_attention_uni2,0.7,tier_grouped,c,8,7,0.875
ensemble,predictive,ensemble_entropy,0.9,sex,female,134,114,0.8507462686567164
ensemble,predictive,ensemble_entropy,0.9,sex,male,186,157,0.8440860215053764
ensemble,predictive,ensemble_entropy,0.9,age,20-39,104,81,0.7788461538461539
ensemble,predictive,ensemble_entropy,0.9,age,40-54,120,98,0.8166666666666667
ensemble,predictive,ensemble_entropy,0.9,age,55-69,82,79,0.9634146341463414
ensemble,predictive,ensemble_entropy,0.9,age,70+,11,10,0.9090909090909091
ensemble,predictive,ensemble_entropy,0.9,tier,a,312,265,0.8493589743589743
ensemble,predictive,ensemble_entropy,0.9,tier,c,8,6,0.75
ensemble,predictive,ensemble_entropy,0.9,tier_grouped,c,8,6,0.75
ensemble,predictive,ensemble_entropy,0.8,sex,female,134,105,0.7835820895522388
ensemble,predictive,ensemble_entropy,0.8,sex,male,186,137,0.7365591397849462
ensemble,predictive,ensemble_entropy,0.8,age,20-39,104,66,0.6346153846153846
ensemble,predictive,ensemble_entropy,0.8,age,40-54,120,89,0.7416666666666667
ensemble,predictive,ensemble_entropy,0.8,age,55-69,82,76,0.926829268292683
ensemble,predictive,ensemble_entropy,0.8,age,70+,11,9,0.8181818181818182
ensemble,predictive,ensemble_entropy,0.8,tier,a,312,236,0.7564102564102564
ensemble,predictive,ensemble_entropy,0.8,tier,c,8,6,0.75
ensemble,predictive,ensemble_entropy,0.8,tier_grouped,c,8,6,0.75
ensemble,predictive,ensemble_entropy,0.7,sex,female,134,91,0.6791044776119403
ensemble,predictive,ensemble_entropy,0.7,sex,male,186,115,0.6182795698924731
ensemble,predictive,ensemble_entropy,0.7,age,20-39,104,53,0.5096153846153846
ensemble,predictive,ensemble_entropy,0.7,age,40-54,120,77,0.6416666666666667
ensemble,predictive,ensemble_entropy,0.7,age,55-69,82,66,0.8048780487804879
ensemble,predictive,ensemble_entropy,0.7,age,70+,11,9,0.8181818181818182
ensemble,predictive,ensemble_entropy,0.7,tier,a,312,201,0.6442307692307693
ensemble,predictive,ensemble_entropy,0.7,tier,c,8,5,0.625
ensemble,predictive,ensemble_entropy,0.7,tier_grouped,c,8,5,0.625
