predictor,family,signal,target_coverage,combo,thr,n,realised_coverage,realised_coverage_mutant,realised_coverage_wildtype,retained_prev,n_retained,metric,full,retained,d_full,d_full_lo,d_full_hi,d_full_p,d_full_mde,d_random,mde,p_raw,q_fdr,sig_fdr,q_fdr_full,sig_fdr_full
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,sensitivity,0.8979591836734694,0.8913043478260869,-0.006654835847382468,-0.01872593582887697,0.0,0.084,0.014146770410526043,-0.006205803146880129,0.03709441902360317,1.0,1.0,False,0.1885935483870968,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,specificity,0.6792452830188679,0.7659574468085106,0.08671216378964275,0.028851861900922555,0.1580607500303902,0.002,0.09369904737968582,0.08701365044247134,0.057030168778324945,0.001998001998001998,0.007901189719371537,True,0.006214285714285715,True
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,brier,0.14243577766344823,0.134363434489659,-0.008072343173789215,-0.019390671938195422,0.00016845583092117358,0.058,0.014247939740908069,-0.007833304240844247,0.02323728428852789,0.33766233766233766,0.4394118892260156,False,0.11213333333333333,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,ece,0.14137711369560335,0.1486415104459851,0.007264396750381735,-0.026422019896146603,0.026797298703033504,0.956,0.037097679489843376,0.00617782087153404,0.02961424768910688,0.6013986013986014,0.7316446619582508,False,0.984284023668639,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,cal_gap,-0.042171608227505986,-0.061772870690992465,-0.01960126246348648,-0.0490548109182607,0.007436530370793103,0.174,0.041377202528589146,-0.019593704158039682,0.0326177744616058,0.10589410589410589,0.5074925074925075,False,0.6100235294117646,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,accuracy,0.7843137254901961,0.8279569892473119,0.0436432637571158,0.009803921568627527,0.08496250883150618,0.004,0.054405947526297876,0.04403225806451605,0.0358392580366534,0.007992007992007992,0.07131330208253285,False,0.04218181818181819,True
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,ppv,0.7213114754098361,0.7884615384615384,0.06715006305170235,0.008690110452783215,0.13152258144093276,0.012,0.08793224955755631,0.0675456116532327,0.05086671350915199,0.001998001998001998,0.028971028971028972,True,0.14914285714285716,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,npv,0.8780487804878049,0.8780487804878049,0.0,0.0,0.0,1.0,0.0,0.00046846127571031904,0.04425979978170874,0.7452547452547452,1.0,False,1.0,False
uni2,deep_ensemble,de_aleatoric_uni2,0.9,fully_local,0.1361551582813263,102,0.9117647058823529,0.9387755102040817,0.8867924528301887,0.4946236559139785,93,f1,0.8,0.8367346938775511,0.03673469387755102,0.0018547999063686954,0.0795469244813338,0.036,0.05423964994294455,0.03729451815513973,0.036982744579590235,0.007992007992007992,0.07725607725607725,False,0.21233898305084745,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,auroc,0.8771659607239122,0.8946341463414634,0.017468185617551257,-0.0178528910561239,0.047908278247849975,0.288,0.0475542779331574,0.017537936806070187,0.07246340295540583,0.5194805194805194,0.8880624326168881,False,0.824340425531915,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,auprc,0.8356211328651544,0.8233036119707188,-0.012317520894435607,-0.08195976045621964,0.0376411708931772,0.732,0.08429636593438049,-0.015828139129025587,0.121721620729243,0.7412587412587412,0.999000999000999,False,0.9979999999999999,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,bss,0.4293793489370368,0.4740125921042804,0.0446332431672436,-0.13839056601068786,0.19722499711324584,0.594,0.23354857550255972,0.048037041344693,0.21433074436125069,0.5414585414585414,0.6519985205106312,False,0.7152,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,balanced_accuracy,0.7989988448209473,0.851219512195122,0.052220667374174745,-0.013282181284898728,0.12358212495524516,0.122,0.0975504263020548,0.05130135016013593,0.07951227823331028,0.08191808191808192,0.21055001336691478,False,0.30765217391304345,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,sensitivity,0.673469387755102,0.8,0.12653061224489803,0.0,0.2603444782168186,0.052,0.19073702378360843,0.1242303003879881,0.14089129732451328,0.025974025974025976,0.0903896103896104,False,0.12566666666666668,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,specificity,0.9245283018867925,0.9024390243902439,-0.022089277496548543,-0.05419382504288173,-0.002766393442623039,0.05,0.03730470919230211,-0.02162760006771658,0.0757303882154351,0.37362637362637363,0.4334065934065934,False,0.07699115044247788,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,brier,0.14243577766344823,0.12376884598097168,-0.018666931682476545,-0.051910860383643724,0.01819684112644516,0.276,0.048853275555419184,-0.018727613994085346,0.0534588356623086,0.32367632367632365,0.42992122381435355,False,0.34425806451612906,False
uni2,deep_ensemble,de_aleatoric_uni2,0.8,external,0.7085506,102,0.6470588235294118,0.5102040816326531,0.7735849056603774,0.3787878787878788,66,ece,0.14137711369560335,0.10789439907636152,-0.033482714619241835,-0.08949077897826249,-0.002401863742492151,0.04,0.06225249625149176,-0.04183224081871749,0.06519626932917573,0.08391608391608392,0.2863019333607569,False,0.31174999999999997,False
