predictor,axis,contrast,metric,nA,nB,gap,lo,hi,p,mde,q_fdr,sig_fdr
uni2,tier,a - c,brier,312,8,-0.35877405366935355,-0.6374214081930629,-0.08812972567162057,0.002,0.39995255828848897,0.02,True
uni2,tier,a - c,ece,312,8,-0.45385460861218285,-0.7075006764000789,-0.1930711402048101,0.0,0.3750578545067145,0.0,True
uni2,tier,a - c,cal_gap,312,8,-0.731043100094375,-0.9834078690996064,-0.4671002430433874,0.0,0.3765103430419465,0.0,True
uni2,tier,a - c,accuracy,312,8,0.27243589743589747,-0.09294871794871795,0.6346955128205124,0.117,0.5086606295728117,0.3190909090909091,False
conch,sex,female - male,auroc,134,186,0.048140622155847135,-0.024076106349346236,0.12173893618035145,0.172,0.10222775023320294,0.6711538461538461,False
conch,sex,female - male,auprc,134,186,-0.004946461808742142,-0.11071075001797945,0.09274521403099248,0.997,0.14385468068131077,0.997,False
conch,sex,female - male,bss,134,186,0.11003523621336742,-0.1144351791763508,0.3293003563369336,0.326,0.31566164233706634,0.6053571428571429,False
conch,sex,female - male,balanced_accuracy,134,186,0.021738739223246206,-0.05643027572389987,0.09804569265967436,0.582,0.11229790364474222,0.8972222222222224,False
conch,sex,female - male,sensitivity,134,186,0.03930412371134018,-0.08918099154555444,0.16864667078952789,0.51,0.18063292015531468,0.6202380952380953,False
conch,sex,female - male,specificity,134,186,0.004173354735152457,-0.0913513321995465,0.09151940117563995,0.958,0.1285328348887836,1.0,False
conch,sex,female - male,brier,134,186,-0.02747530564489739,-0.08134679441359158,0.027779432991495306,0.322,0.07773276130964485,0.483,False
conch,sex,female - male,ece,134,186,-0.03606180953058598,-0.08254737769550856,0.036116623802044875,0.454,0.08681419176218126,0.5044444444444445,False
conch,sex,female - male,cal_gap,134,186,0.03842936640412814,-0.03328204330959697,0.11145356243190957,0.31,0.1063569444422035,0.465,False
