fold,n_patches,maha_mean,maha_std,maha_median,maha_p90,maha_p95,maha_p99,maha_top5_mean,mahapc_mean,mahapc_p95,mahapc_top5_mean,mahaenergy_mean,mahaenergy_p95,mahaenergy_top5_mean,featnorm_mean,featnorm_p95,featnorm_top5_mean,case_id,encoder,dataset,maha_status,maha_error
0,2369,82.13322965731753,37.372401946764626,72.195259522548,139.10568286866908,161.22906906618016,190.50801543120951,178.78931336948267,76.1511466194798,152.3182257131304,168.31227562071476,58.09994110423182,97.49629027981945,106.30826019818285,22.652820282819754,22.671875,22.683429621848738,a195e209-357f-11eb-a95d-001a7dda7111,conch,ebrains,ok,
0,4415,59.259090546787284,27.65923314650549,51.80686554490259,91.11319279966467,116.74697619056853,158.30598182963345,146.9987539157178,59.59292014570069,112.11958639061348,136.8540696692875,47.41907541305445,75.78222375836195,90.6070354408171,22.658670724801812,22.671875,22.680217760180994,a198054a-357f-11eb-bac3-001a7dda7111,conch,ebrains,ok,
0,4361,69.63688296673473,23.27395214991661,67.04007666202982,99.76023755011494,109.85098139155104,136.9876796142256,128.34293360918107,63.452040054595905,99.39938244796527,116.99029484648553,51.860990059012295,71.99830905339967,81.22387513587056,22.652083094473745,22.671875,22.676227168949772,a1956cad-357f-11eb-b824-001a7dda7111,conch,ebrains,ok,
0,2276,74.93878887453779,21.571765975246315,73.09510305314339,103.48625540647781,114.27946228306382,134.82555290262397,127.21475213071558,67.91284858259384,102.8343902609482,114.29756977175742,54.51119336038292,74.21843672870482,80.65387911175533,22.64186072056239,22.65625,22.660361842105264,a196f366-357f-11eb-a4eb-001a7dda7111,conch,ebrains,ok,
0,3343,65.6708034665665,23.9259202839554,63.15406638859921,96.59417813347531,108.35190263107695,136.96165870671572,125.7993687602436,60.787480284870526,99.42564484691849,115.42491680499431,49.83640699793055,71.33007787696835,79.92853912698166,22.663985379898296,22.6875,22.6875,a1982c57-357f-11eb-b9f3-001a7dda7111,conch,ebrains,ok,
0,527,58.484770167656556,16.528419071674385,57.14510635850232,81.57549234829206,89.74155594764389,101.88719890132084,97.80148193805792,53.8617225562997,82.88230787182772,90.24815339369997,46.28524722104276,61.72699427805209,65.96187439574317,22.65589421252372,22.671875,22.677083333333332,a19805ba-357f-11eb-aa37-001a7dda7111,conch,ebrains,ok,
0,2443,51.79114856940708,20.24536128568613,46.83259308852686,80.16165072235943,91.89567061528457,110.02738406762738,105.14408705869269,53.21512435700738,90.27550201891086,102.98613369179841,43.509171656750034,63.02153039782722,69.84174944596631,22.65600695865739,22.671875,22.676702235772357,a19545c7-357f-11eb-b08b-001a7dda7111,conch,ebrains,ok,
0,4816,40.37325043252023,19.288368591528926,35.825678754309834,54.7700489169371,69.65466998074504,133.79307335810083,107.8732863147194,42.300824553794826,71.32701952607513,102.67282006100243,37.77964479329601,52.19622372568544,71.0278231373084,22.658261524086377,22.671875,22.67621887966805,a196a540-357f-11eb-aae6-001a7dda7111,conch,ebrains,ok,
0,3301,83.26313830341482,24.57752353385802,80.701764103929,113.77412679683945,126.70605256955069,159.59761070274277,148.7912261666843,77.81725201218237,117.96359841437803,138.58452202701105,58.627167976337795,80.46889840674376,91.37040894831962,22.652075128748866,22.671875,22.673286897590362,a1971aab-357f-11eb-9a6e-001a7dda7111,conch,ebrains,ok,
0,2349,66.8375831666728,17.540793014107866,65.03796036969015,89.4811360291175,96.3874430169542,116.08464531750502,109.98881709263713,61.47544570315318,88.11469127177392,100.74974656436748,50.434156132142384,65.22689475123586,71.98301419576167,22.647902032779907,22.671875,22.67386122881356,a1982c06-357f-11eb-a2ba-001a7dda7111,conch,ebrains,ok,
