encoder,fold_policy,n_id,n_ood,auroc,auprc_ood_positive,auprc_id_positive,prevalence_ood,fpr_at_95_tpr,rank_biserial,cohens_d,variance_ratio,ks_stat,ks_p,ks_stat_location,ks_stat_sign
conch,hash_single,641,789,0.5923274193325148,0.6451737329881602,0.5524748964698838,0.5517482517482517,0.8923556942277691,0.18465483866502952,0.33304228015861953,1.2543541486655188,0.13330525616461922,6.035695143516356e-06,879.0,1.0
hoptimus,hash_single,641,789,0.5923274193325148,0.6451737329881602,0.5524748964698838,0.5517482517482517,0.8923556942277691,0.18465483866502952,0.33304228015861953,1.254354148665519,0.13330525616461922,6.035695143516356e-06,879.0,1.0
uni2,hash_single,641,789,0.5923274193325148,0.6451737329881602,0.5524748964698838,0.5517482517482517,0.8923556942277691,0.18465483866502952,0.33304228015861953,1.254354148665519,0.13330525616461922,6.035695143516356e-06,879.0,1.0
