variable,level,encoder,detector,estimand,n_ebrains,n_tcga,auroc,auroc_ci_low,auroc_ci_high,n_boot_valid,n_boot_dropped
site,Case Western,hoptimus,featnorm,tcga_side_only,641,69,0.6309182254802831,0.561924810588215,0.7039772611578371,500,0
site,Case Western - St Joes,hoptimus,featnorm,tcga_side_only,641,103,0.7695623541807782,0.7101451081692822,0.8205740276940796,500,0
site,Dept of Neurosurgery at University of Heidelberg,hoptimus,featnorm,tcga_side_only,641,48,0.7646984011627905,0.7029018545192832,0.8224777276252108,500,0
site,Duke,hoptimus,featnorm,tcga_side_only,641,59,0.5268924090132703,0.4506434900660163,0.6011378548657719,500,0
site,Emory University,hoptimus,featnorm,tcga_side_only,641,21,0.235970376522702,0.1274171022509841,0.3687656669554344,500,0
site,Fondazione-Besta,hoptimus,featnorm,tcga_side_only,641,21,0.8983152224067922,0.843218053889102,0.9471659550571898,500,0
site,Henry Ford Hospital,hoptimus,featnorm,tcga_side_only,641,173,0.482035695882063,0.4349108032931778,0.5323595053840207,500,0
site,MD Anderson Cancer Center,hoptimus,featnorm,tcga_side_only,641,37,0.3831496831133459,0.301419696340014,0.4703136929878329,500,0
site,Mayo Clinic - Rochester,hoptimus,featnorm,tcga_side_only,641,37,0.7830141551435157,0.7102879933927204,0.8533290834564619,500,0
site,"Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta",hoptimus,featnorm,tcga_side_only,641,17,0.5223103340173278,0.4442781085219758,0.6037296756196469,500,0
site,The University of New South Wales,hoptimus,featnorm,tcga_side_only,641,19,0.6999394379844961,0.6000102870299169,0.7900993759363392,500,0
site,Thomas Jefferson University,hoptimus,featnorm,tcga_side_only,641,19,0.6596159730722155,0.5268140171979814,0.7907742696058585,500,0
site,UCSF,hoptimus,featnorm,tcga_side_only,641,28,0.4059411337209302,0.3125704726619503,0.4906818449551649,500,0
site,University of Florida,hoptimus,featnorm,tcga_side_only,641,27,0.6103731517370082,0.5225511771688744,0.7088335680323956,500,0
site,University of Sao Paulo,hoptimus,featnorm,tcga_side_only,641,17,0.7997948016415868,0.703431411473569,0.8845538742054151,500,0
objective_power,20.0,uni2,flow_ood,tcga_side_only,641,168,0.8988380023763382,0.8739273861892622,0.9230745727313998,500,0
objective_power,40.0,uni2,flow_ood,tcga_side_only,641,621,0.9168368059456492,0.9014990602963115,0.930294204753677,500,0
objective_power,20.0,uni2,flow_energy,tcga_side_only,641,168,0.8921267937892212,0.8641753883515028,0.9153436200038798,500,0
objective_power,40.0,uni2,flow_energy,tcga_side_only,641,621,0.920678700270881,0.9062611764060624,0.9335125286997537,500,0
objective_power,20.0,uni2,maha,tcga_side_only,641,168,0.8286384072766705,0.7952777416491348,0.8629552540535778,500,0
objective_power,40.0,uni2,maha,tcga_side_only,641,621,0.8523150293662385,0.8299850558380653,0.8729575620606612,500,0
objective_power,20.0,uni2,n_patches,tcga_side_only,641,168,0.6287379741140642,0.582325947351549,0.674726518764044,500,0
objective_power,40.0,uni2,n_patches,tcga_side_only,641,621,0.582397937887753,0.5519628946493349,0.6120461777341484,500,0
objective_power,20.0,uni2,featnorm,tcga_side_only,641,168,0.4447697489848652,0.4021870268994791,0.489467722882162,500,0
objective_power,40.0,uni2,featnorm,tcga_side_only,641,621,0.6523849926350347,0.6226600435822146,0.6850020683248439,500,0
objective_power,20.0,conch,flow_ood,tcga_side_only,641,168,0.8039416499400147,0.7673027774343032,0.8350293476044143,500,0
objective_power,40.0,conch,flow_ood,tcga_side_only,641,621,0.6825286874758143,0.6514402567771077,0.7101733317330585,500,0
objective_power,20.0,conch,flow_energy,tcga_side_only,641,168,0.8035793593115541,0.7684963065990776,0.8345305918149748,500,0
objective_power,40.0,conch,flow_energy,tcga_side_only,641,621,0.6892773830031581,0.6618866845829982,0.7176131052579039,500,0
objective_power,20.0,conch,maha,tcga_side_only,641,168,0.7402116642441859,0.7033697908347003,0.7758995439200634,500,0
objective_power,40.0,conch,maha,tcga_side_only,641,621,0.6045452719107717,0.5726829314486509,0.6380735237599983,500,0
objective_power,20.0,conch,n_patches,tcga_side_only,641,168,0.6287770510335917,0.5766650470018523,0.673772688138342,500,0
objective_power,40.0,conch,n_patches,tcga_side_only,641,621,0.5824362450692181,0.5529273922066162,0.6132930829624641,500,0
objective_power,20.0,conch,featnorm,tcga_side_only,641,168,0.511516444029162,0.4623380953030979,0.5658109883001362,500,0
objective_power,40.0,conch,featnorm,tcga_side_only,641,621,0.4471726315863386,0.4146115425499914,0.4806805679362486,500,0
objective_power,20.0,hoptimus,flow_ood,tcga_side_only,641,168,0.8979702352113327,0.8708019593628391,0.9200456416823112,500,0
objective_power,40.0,hoptimus,flow_ood,tcga_side_only,641,621,0.8315184038310303,0.8056885746443111,0.8514122561367504,500,0
objective_power,20.0,hoptimus,flow_energy,tcga_side_only,641,168,0.8966246770025841,0.8715496218119196,0.9197518806252836,500,0
objective_power,40.0,hoptimus,flow_energy,tcga_side_only,641,621,0.8350815958568951,0.8119890500520327,0.8564404725504301,500,0
objective_power,20.0,hoptimus,maha,tcga_side_only,641,168,0.8704905811646364,0.8389172349963424,0.8968066787628494,500,0
objective_power,40.0,hoptimus,maha,tcga_side_only,641,621,0.7885834066709109,0.7586061493837799,0.8131096761080984,500,0
objective_power,20.0,hoptimus,n_patches,tcga_side_only,641,168,0.6288066471137874,0.5819769737093134,0.6729837087238558,500,0
objective_power,40.0,hoptimus,n_patches,tcga_side_only,641,621,0.5824625861326442,0.5501357282357099,0.6122794099490666,500,0
objective_power,20.0,hoptimus,featnorm,tcga_side_only,641,168,0.339242671996124,0.2933308291184912,0.3876662589024746,500,0
objective_power,40.0,hoptimus,featnorm,tcga_side_only,641,621,0.6642937181683706,0.6347566583994958,0.6938980458106925,500,0
model,PATH-MCLEN001MS,uni2,flow_ood,tcga_side_only,641,39,0.9471514112502484,0.9201862936762216,0.9714227219238116,500,0
model,R0228416,uni2,flow_ood,tcga_side_only,641,22,0.979535544397463,0.9635571933827792,0.9930548832348832,500,0
model,R0251491,uni2,flow_ood,tcga_side_only,641,15,0.9543830749354006,0.9279896296507044,0.9789112831078726,500,0
model,SS1258,uni2,flow_ood,tcga_side_only,641,16,0.8600654069767442,0.7394564545887342,0.9469789775564464,500,0
model,SS1302,uni2,flow_ood,tcga_side_only,641,249,0.915955342688584,0.8924300700490423,0.9361393145255216,500,0
model,SS1436CNTLR,uni2,flow_ood,tcga_side_only,641,33,0.8975312720225512,0.8455441225383293,0.9413706956568816,500,0
model,SS1534CNTLR,uni2,flow_ood,tcga_side_only,641,17,0.8568370953032376,0.7662052550380821,0.9243330714256428,500,0
model,SS1763CNTLR,uni2,flow_ood,tcga_side_only,641,146,0.9121933736858872,0.8883355551681404,0.9341620450024282,500,0
model,SS1764CNTLR,uni2,flow_ood,tcga_side_only,641,151,0.8992788708352586,0.8730029532870556,0.919807371819758,500,0
model,SS7054,uni2,flow_ood,tcga_side_only,641,23,0.946292551398719,0.910346755627908,0.970792877456084,500,0
model,SS7168CNTLR,uni2,flow_ood,tcga_side_only,641,27,0.9635766580534024,0.936940694990561,0.9820785240196426,500,0
model,PATH-MCLEN001MS,uni2,flow_energy,tcga_side_only,641,39,0.9427129919499104,0.9117979042445408,0.9658772008751098,500,0
model,R0228416,uni2,flow_energy,tcga_side_only,641,22,0.982226149577167,0.9663306203529728,0.9939095849819078,500,0
model,R0251491,uni2,flow_energy,tcga_side_only,641,15,0.9601001291989664,0.9329471925726692,0.9810529987475456,500,0
model,SS1258,uni2,flow_energy,tcga_side_only,641,16,0.8521666061046511,0.7303160465848192,0.940467846835993,500,0
model,SS1302,uni2,flow_energy,tcga_side_only,641,249,0.9131698304847298,0.8917086792908429,0.932543756709788,500,0
model,SS1436CNTLR,uni2,flow_energy,tcga_side_only,641,33,0.905427457716702,0.8595398599990386,0.944551788763728,500,0
model,SS1534CNTLR,uni2,flow_energy,tcga_side_only,641,17,0.8660197218422251,0.7899596519477087,0.9305655707018008,500,0
model,SS1763CNTLR,uni2,flow_energy,tcga_side_only,641,146,0.9158483328023788,0.8912599216332341,0.9392766016632568,500,0
model,SS1764CNTLR,uni2,flow_energy,tcga_side_only,641,151,0.9059839282047332,0.8822017181757502,0.925486683073598,500,0
model,SS7054,uni2,flow_energy,tcga_side_only,641,23,0.9424271149309068,0.9083999958225372,0.9696799969904608,500,0
model,SS7168CNTLR,uni2,flow_energy,tcga_side_only,641,27,0.9645030325868504,0.9422271322651598,0.981894382154183,500,0
model,PATH-MCLEN001MS,uni2,maha,tcga_side_only,641,39,0.8640802027429935,0.8177476102972304,0.9128191501668924,500,0
model,R0228416,uni2,maha,tcga_side_only,641,22,0.9589736390063426,0.933018681541039,0.9806177493165408,500,0
model,R0251491,uni2,maha,tcga_side_only,641,15,0.9078270348837209,0.8624387974450647,0.9434049755099968,500,0
model,SS1258,uni2,maha,tcga_side_only,641,16,0.7925773679748062,0.6644295125475923,0.8934392681113466,500,0
model,SS1302,uni2,maha,tcga_side_only,641,249,0.8548492905731454,0.8280117433072615,0.8790756506531663,500,0
model,SS1436CNTLR,uni2,maha,tcga_side_only,641,33,0.8354372210476863,0.7706640640301138,0.8890772655230751,500,0
model,SS1534CNTLR,uni2,maha,tcga_side_only,641,17,0.7802888451892385,0.6692053615478506,0.8717506585245558,500,0
model,SS1763CNTLR,uni2,maha,tcga_side_only,641,146,0.8533833426250398,0.8222764295755584,0.8820225150824683,500,0
model,SS1764CNTLR,uni2,maha,tcga_side_only,641,151,0.8223433729914266,0.7891444942307876,0.84985078078209,500,0
model,SS7054,uni2,maha,tcga_side_only,641,23,0.896281492248062,0.8484577926486927,0.9381152849506196,500,0
model,SS7168CNTLR,uni2,maha,tcga_side_only,641,27,0.9103278423772608,0.8587794330522918,0.9462492427871518,500,0
model,PATH-MCLEN001MS,uni2,n_patches,tcga_side_only,641,39,0.8361218259292386,0.7848261470508575,0.8854187908500074,500,0
model,R0228416,uni2,n_patches,tcga_side_only,641,22,0.777621509425652,0.715716489195346,0.8440888993745934,500,0
model,R0251491,uni2,n_patches,tcga_side_only,641,15,0.749561531007752,0.6756605777498601,0.814125105739689,500,0
model,SS1258,uni2,n_patches,tcga_side_only,641,16,0.5906363553779069,0.4895657534800022,0.713020105000222,500,0
model,SS1302,uni2,n_patches,tcga_side_only,641,249,0.4911707391581831,0.4522886293072183,0.5351609080628217,500,0
model,SS1436CNTLR,uni2,n_patches,tcga_side_only,641,33,0.7476000924947146,0.6855220145127221,0.8094165539150905,500,0
model,SS1534CNTLR,uni2,n_patches,tcga_side_only,641,17,0.6414447246922024,0.5184975710757458,0.7608910841883509,500,0
model,SS1763CNTLR,uni2,n_patches,tcga_side_only,641,146,0.596576089120739,0.5470349428774433,0.64465313490476,500,0
model,SS1764CNTLR,uni2,n_patches,tcga_side_only,641,151,0.6296416172544792,0.5802648824847635,0.6802330858909325,500,0
model,SS7054,uni2,n_patches,tcga_side_only,641,23,0.6317244902258173,0.5602209751023403,0.7037381930087013,500,0
model,SS7168CNTLR,uni2,n_patches,tcga_side_only,641,27,0.2137128104364054,0.1373056890989569,0.3128435929196017,500,0
model,PATH-MCLEN001MS,uni2,featnorm,tcga_side_only,641,39,0.4262572053269727,0.3516324003599195,0.4993049867280688,500,0
model,R0228416,uni2,featnorm,tcga_side_only,641,22,0.875189393939394,0.7940653952703928,0.9367417093649456,500,0
model,R0251491,uni2,featnorm,tcga_side_only,641,15,0.8759229651162791,0.8037529402620613,0.9339317953808196,500,0
model,SS1258,uni2,featnorm,tcga_side_only,641,16,0.4132305293120154,0.2839429655505164,0.5345475805618172,500,0
model,SS1302,uni2,featnorm,tcga_side_only,641,249,0.5288581165748264,0.4907012522472688,0.5692883418540621,500,0
model,SS1436CNTLR,uni2,featnorm,tcga_side_only,641,33,0.7588537996241485,0.6596184609659447,0.8398350205778649,500,0
model,SS1534CNTLR,uni2,featnorm,tcga_side_only,641,17,0.7288296568627451,0.5902330209882563,0.8444458543574163,500,0
model,SS1763CNTLR,uni2,featnorm,tcga_side_only,641,146,0.6297746927099925,0.5778187179308139,0.6756597866478161,500,0
model,SS1764CNTLR,uni2,featnorm,tcga_side_only,641,151,0.6874032612043739,0.6450163547009379,0.7322962732386034,500,0
model,SS7054,uni2,featnorm,tcga_side_only,641,23,0.5069483063700708,0.4142680913694865,0.594412784528743,500,0
model,SS7168CNTLR,uni2,featnorm,tcga_side_only,641,27,0.5890808929084123,0.5045740168762003,0.6699249855230416,500,0
model,PATH-MCLEN001MS,conch,flow_ood,tcga_side_only,641,39,0.7695335793082886,0.6992037144468467,0.8330062294798944,500,0
model,R0228416,conch,flow_ood,tcga_side_only,641,22,0.4898916490486257,0.39372337514482,0.5974012818695518,500,0
model,R0251491,conch,flow_ood,tcga_side_only,641,15,0.431938791989664,0.3532895392171448,0.5278255819304976,500,0
model,SS1258,conch,flow_ood,tcga_side_only,641,16,0.9524164244186046,0.9082708354038193,0.9883714483535908,500,0
model,SS1302,conch,flow_ood,tcga_side_only,641,249,0.7545761534510134,0.7203506044333976,0.7898424866224554,500,0
model,SS1436CNTLR,conch,flow_ood,tcga_side_only,641,33,0.561379052149401,0.4666635305400282,0.6575506944154613,500,0
model,SS1534CNTLR,conch,flow_ood,tcga_side_only,641,17,0.5281620497036024,0.4228221906699825,0.6448128819977477,500,0
model,SS1763CNTLR,conch,flow_ood,tcga_side_only,641,146,0.7106391698523946,0.664309349454818,0.7529219064484896,500,0
model,SS1764CNTLR,conch,flow_ood,tcga_side_only,641,151,0.6907292789670929,0.6451387997194167,0.7353132944148975,500,0
model,SS7054,conch,flow_ood,tcga_side_only,641,23,0.7681233147960903,0.6617690335073266,0.8480460711122327,500,0
model,SS7168CNTLR,conch,flow_ood,tcga_side_only,641,27,0.8404998385012921,0.7562057180108192,0.9072276011497112,500,0
model,PATH-MCLEN001MS,conch,flow_energy,tcga_side_only,641,39,0.7700932344464322,0.6984711254183859,0.8386794123863217,500,0
model,R0228416,conch,flow_energy,tcga_side_only,641,22,0.4964863019732206,0.3911385008533235,0.6026147433498672,500,0
model,R0251491,conch,flow_energy,tcga_side_only,641,15,0.4425524870801033,0.3479749873482589,0.5403563312191091,500,0
model,SS1258,conch,flow_energy,tcga_side_only,641,16,0.95251710876938,0.9071241326604906,0.9880402389205528,500,0
model,SS1302,conch,flow_energy,tcga_side_only,641,249,0.7570705301827465,0.7217723646453437,0.7902294193655015,500,0
model,SS1436CNTLR,conch,flow_energy,tcga_side_only,641,33,0.5669599336387126,0.4840145225615943,0.6582712225061557,500,0
model,SS1534CNTLR,conch,flow_energy,tcga_side_only,641,17,0.5366970189238487,0.429603685159097,0.6429337505600202,500,0
model,SS1763CNTLR,conch,flow_energy,tcga_side_only,641,146,0.7177041022884146,0.6705218367039854,0.7642706874150282,500,0
model,SS1764CNTLR,conch,flow_energy,tcga_side_only,641,151,0.6999343844653217,0.6520501028565272,0.7407436259402469,500,0
model,SS7054,conch,flow_energy,tcga_side_only,641,23,0.7674481799797774,0.6624854296748351,0.8422526620127567,500,0
model,SS7168CNTLR,conch,flow_energy,tcga_side_only,641,27,0.8451770205282803,0.7715232155447881,0.9039601633126292,500,0
model,PATH-MCLEN001MS,conch,maha,tcga_side_only,641,39,0.7155541890280263,0.6454157618384755,0.7827123233279921,500,0
model,R0228416,conch,maha,tcga_side_only,641,22,0.4142205118040873,0.3206989078187701,0.5144848900767339,500,0
model,R0251491,conch,maha,tcga_side_only,641,15,0.3476857235142119,0.2733893836645081,0.4225107003511527,500,0
model,SS1258,conch,maha,tcga_side_only,641,16,0.9085400012112403,0.8374931750685499,0.9748892268069046,500,0
model,SS1302,conch,maha,tcga_side_only,641,249,0.6789206730020858,0.6421330831260282,0.7133875217605233,500,0
model,SS1436CNTLR,conch,maha,tcga_side_only,641,33,0.4864465879727507,0.4013344803761068,0.5676272962657968,500,0
model,SS1534CNTLR,conch,maha,tcga_side_only,641,17,0.46500085499316,0.3544487104137016,0.5733225649964082,500,0
model,SS1763CNTLR,conch,maha,tcga_side_only,641,146,0.6449778326430924,0.5976563641564757,0.6915301467491175,500,0
model,SS1764CNTLR,conch,maha,tcga_side_only,641,151,0.6044634606499306,0.5603673637357878,0.6539669108175475,500,0
model,SS7054,conch,maha,tcga_side_only,641,23,0.6998820357263229,0.5934785576658905,0.7936961089951635,500,0
model,SS7168CNTLR,conch,maha,tcga_side_only,641,27,0.7182291666666667,0.6336709746642423,0.7974564975052706,500,0
model,PATH-MCLEN001MS,conch,n_patches,tcga_side_only,641,39,0.8361312984496123,0.7850551195495186,0.8875414364800134,500,0
model,R0228416,conch,n_patches,tcga_side_only,641,22,0.7776248128083157,0.7062926617423779,0.8456080222679272,500,0
model,R0251491,conch,n_patches,tcga_side_only,641,15,0.7495788921188631,0.6769943431618312,0.8177717521097035,500,0
model,SS1258,conch,n_patches,tcga_side_only,641,16,0.5907014595445736,0.478899743463092,0.7127371966236847,500,0
model,SS1302,conch,n_patches,tcga_side_only,641,249,0.4912252449721366,0.4489191521544087,0.5327474392689717,500,0
model,SS1436CNTLR,conch,n_patches,tcga_side_only,641,33,0.747616792929293,0.6885902359301876,0.8052545102656188,500,0
model,SS1534CNTLR,conch,n_patches,tcga_side_only,641,17,0.6414753619471045,0.5168159661069378,0.75760750623785,500,0
model,SS1763CNTLR,conch,n_patches,tcga_side_only,641,146,0.5966175284724435,0.5424194787013076,0.6432888707502695,500,0
model,SS1764CNTLR,conch,n_patches,tcga_side_only,641,151,0.6296763100646849,0.5837982368388832,0.675028729363655,500,0
model,SS7054,conch,n_patches,tcga_side_only,641,23,0.6317574043646781,0.5594991693407334,0.6967815423277728,500,0
model,SS7168CNTLR,conch,n_patches,tcga_side_only,641,27,0.2137493719494688,0.1286926551097187,0.3038712060886864,500,0
model,PATH-MCLEN001MS,conch,featnorm,tcga_side_only,641,39,0.5177244832041343,0.4362397765529676,0.5971784818729492,500,0
model,R0228416,conch,featnorm,tcga_side_only,641,22,0.5649070648343905,0.4372895316054806,0.6961020087711659,500,0
model,R0251491,conch,featnorm,tcga_side_only,641,15,0.4627365956072351,0.3270268491937971,0.6183962895086287,500,0
model,SS1258,conch,featnorm,tcga_side_only,641,16,0.5125015140503877,0.3421946959275685,0.6710430508424237,500,0
model,SS1302,conch,featnorm,tcga_side_only,641,249,0.5417798130506523,0.4972390621641931,0.5851094225016852,500,0
model,SS1436CNTLR,conch,featnorm,tcga_side_only,641,33,0.3840299800328871,0.2826844212333211,0.4928039009001963,500,0
model,SS1534CNTLR,conch,featnorm,tcga_side_only,641,17,0.4848345588235294,0.3455326909463388,0.6358983103145227,500,0
model,SS1763CNTLR,conch,featnorm,tcga_side_only,641,146,0.4329913653498991,0.3781879090471,0.4899396701977191,500,0
model,SS1764CNTLR,conch,featnorm,tcga_side_only,641,151,0.3193347643616202,0.2713833255352733,0.3678013648108194,500,0
model,SS7054,conch,featnorm,tcga_side_only,641,23,0.522978281934614,0.3784629485951859,0.6577225096258097,500,0
model,SS7168CNTLR,conch,featnorm,tcga_side_only,641,27,0.6786182439707149,0.5597712120728601,0.7850200274313678,500,0
model,PATH-MCLEN001MS,hoptimus,flow_ood,tcga_side_only,641,39,0.9041116949910556,0.866858788094789,0.9392317845042986,500,0
model,R0228416,hoptimus,flow_ood,tcga_side_only,641,22,0.8900656272022551,0.7841898228134402,0.9620227784198264,500,0
model,R0251491,hoptimus,flow_ood,tcga_side_only,641,15,0.8317070413436692,0.7682051694281027,0.887992183048656,500,0
model,SS1258,hoptimus,flow_ood,tcga_side_only,641,16,0.942217781007752,0.8986548031576103,0.9767672172039632,500,0
model,SS1302,hoptimus,flow_ood,tcga_side_only,641,249,0.8240779493944771,0.7936384826208301,0.852296698927566,500,0
model,SS1436CNTLR,hoptimus,flow_ood,tcga_side_only,641,33,0.7200853006812309,0.6346075248330946,0.8040066122195472,500,0
model,SS1534CNTLR,hoptimus,flow_ood,tcga_side_only,641,17,0.7866428693570452,0.7032153842673268,0.8657577316053597,500,0
model,SS1763CNTLR,hoptimus,flow_ood,tcga_side_only,641,146,0.8621371256769672,0.8317438638448862,0.8914408909484793,500,0
model,SS1764CNTLR,hoptimus,flow_ood,tcga_side_only,641,151,0.8474433203706557,0.8118042810031014,0.8790845609328715,500,0
model,SS7054,hoptimus,flow_ood,tcga_side_only,641,23,0.9213615394337716,0.8667652828936849,0.974165430988802,500,0
model,SS7168CNTLR,hoptimus,flow_ood,tcga_side_only,641,27,0.8855741279069766,0.787758294065387,0.9607537901094708,500,0
model,PATH-MCLEN001MS,hoptimus,flow_energy,tcga_side_only,641,39,0.9039141696481812,0.8653172892238163,0.9358746229023712,500,0
model,R0228416,hoptimus,flow_energy,tcga_side_only,641,22,0.8943170806906272,0.7938998146395094,0.9650184837127652,500,0
model,R0251491,hoptimus,flow_energy,tcga_side_only,641,15,0.8431459948320412,0.7869881609102098,0.901262488139628,500,0
model,SS1258,hoptimus,flow_energy,tcga_side_only,641,16,0.9406560380329456,0.8914968426368589,0.9764887307173764,500,0
model,SS1302,hoptimus,flow_energy,tcga_side_only,641,249,0.8240922507860902,0.7932881985739589,0.85361458934974,500,0
model,SS1436CNTLR,hoptimus,flow_energy,tcga_side_only,641,33,0.7244854063894761,0.6423006992600249,0.8111090511008605,500,0
model,SS1534CNTLR,hoptimus,flow_energy,tcga_side_only,641,17,0.7952690378476973,0.7128426409279858,0.8638441280070936,500,0
model,SS1763CNTLR,hoptimus,flow_energy,tcga_side_only,641,146,0.8649915047254965,0.8340683369340262,0.8887990491144557,500,0
model,SS1764CNTLR,hoptimus,flow_energy,tcga_side_only,641,151,0.8525983912161816,0.8236923562994116,0.8842650544364803,500,0
model,SS7054,hoptimus,flow_energy,tcga_side_only,641,23,0.9200718318166498,0.8586495482436697,0.9725636781416268,500,0
model,SS7168CNTLR,hoptimus,flow_energy,tcga_side_only,641,27,0.8856337927074363,0.7963674897587161,0.9575071243205922,500,0
model,PATH-MCLEN001MS,hoptimus,maha,tcga_side_only,641,39,0.8800837929835023,0.8315950693558665,0.9194421495952289,500,0
model,R0228416,hoptimus,maha,tcga_side_only,641,22,0.8576787130021142,0.7535318865360291,0.935261881015688,500,0
model,R0251491,hoptimus,maha,tcga_side_only,641,15,0.7740802648578812,0.689026137542677,0.8547761886818205,500,0
model,SS1258,hoptimus,maha,tcga_side_only,641,16,0.9172685016957364,0.8563663902280559,0.9618932323327414,500,0
model,SS1302,hoptimus,maha,tcga_side_only,641,249,0.7867154665172318,0.7542308155504642,0.8184394605396704,500,0
model,SS1436CNTLR,hoptimus,maha,tcga_side_only,641,33,0.6648578811369508,0.5585334158197223,0.7555357870380927,500,0
model,SS1534CNTLR,hoptimus,maha,tcga_side_only,641,17,0.7410439466484269,0.6577725326267397,0.8201686647483801,500,0
model,SS1763CNTLR,hoptimus,maha,tcga_side_only,641,146,0.8240910719974515,0.7908795814113845,0.8528597136870288,500,0
model,SS1764CNTLR,hoptimus,maha,tcga_side_only,641,151,0.8024357160275167,0.7623824784864544,0.836241575474757,500,0
model,SS7054,hoptimus,maha,tcga_side_only,641,23,0.8916608737782272,0.8125389251837248,0.956237468248139,500,0
model,SS7168CNTLR,hoptimus,maha,tcga_side_only,641,27,0.848911229543497,0.761176093039416,0.9237751942747094,500,0
model,PATH-MCLEN001MS,hoptimus,n_patches,tcga_side_only,641,39,0.8361718284138343,0.7773268963558672,0.8829360897062078,500,0
model,R0228416,hoptimus,n_patches,tcga_side_only,641,22,0.7776754646758282,0.7071954814629164,0.8454412222395575,500,0
model,R0251491,hoptimus,n_patches,tcga_side_only,641,15,0.749624919250646,0.6705928314029703,0.8188217748431702,500,0
model,SS1258,hoptimus,n_patches,tcga_side_only,641,16,0.5907215207122093,0.4614749861400705,0.7124420842951197,500,0
model,SS1302,hoptimus,n_patches,tcga_side_only,641,249,0.4912441675617197,0.4481758598593257,0.535457910301161,500,0
model,SS1436CNTLR,hoptimus,n_patches,tcga_side_only,641,33,0.7476613885952549,0.6767269628669261,0.8114728677981763,500,0
model,SS1534CNTLR,hoptimus,n_patches,tcga_side_only,641,17,0.641515261627907,0.5225887752215531,0.7571844725543684,500,0
model,SS1763CNTLR,hoptimus,n_patches,tcga_side_only,641,146,0.5966395133136879,0.547580760905783,0.6450151148979186,500,0
model,SS1764CNTLR,hoptimus,n_patches,tcga_side_only,641,151,0.6297062301067817,0.5867985929017564,0.6802857355153847,500,0
model,SS7054,hoptimus,n_patches,tcga_side_only,641,23,0.6317934782608695,0.5594984515258794,0.6985875677282425,500,0
model,SS7168CNTLR,hoptimus,n_patches,tcga_side_only,641,27,0.2137545309359747,0.1316153105088638,0.3126104715504564,500,0
model,PATH-MCLEN001MS,hoptimus,featnorm,tcga_side_only,641,39,0.3965026212482607,0.3325015880936192,0.458635009125508,500,0
model,R0228416,hoptimus,featnorm,tcga_side_only,641,22,0.7809879316420012,0.6740159491685717,0.8731068187817076,500,0
model,R0251491,hoptimus,featnorm,tcga_side_only,641,15,0.7859859496124031,0.6680694690813171,0.8910681858115899,500,0
model,SS1258,hoptimus,featnorm,tcga_side_only,641,16,0.2963496245155038,0.1900988374003278,0.4187422839133162,500,0
model,SS1302,hoptimus,featnorm,tcga_side_only,641,249,0.4394722056831979,0.3952504319303095,0.4864589371365511,500,0
model,SS1436CNTLR,hoptimus,featnorm,tcga_side_only,641,33,0.6554520495654217,0.5676713042170229,0.7385854335304485,500,0
model,SS1534CNTLR,hoptimus,featnorm,tcga_side_only,641,17,0.7210556315549475,0.5822827719253311,0.8615583790056788,500,0
model,SS1763CNTLR,hoptimus,featnorm,tcga_side_only,641,146,0.6539729511787193,0.5991617317758667,0.7015508337916453,500,0
model,SS1764CNTLR,hoptimus,featnorm,tcga_side_only,641,151,0.7543312670054931,0.7080818892449388,0.795237268655129,500,0
model,SS7054,hoptimus,featnorm,tcga_side_only,641,23,0.3999710355578025,0.311617387779443,0.5046529879046895,500,0
model,SS7168CNTLR,hoptimus,featnorm,tcga_side_only,641,27,0.7588021281940855,0.6770831526376401,0.8343367343171596,500,0
race,black or african american,uni2,flow_ood,tcga_side_only,641,45,0.9221638135228252,0.8878604897265946,0.95045128283237,500,0
race,not reported,uni2,flow_ood,tcga_side_only,641,18,0.8343830749354005,0.746192851315496,0.9118302805050582,500,0
race,white,uni2,flow_ood,tcga_side_only,641,708,0.914461867144046,0.8993710745448851,0.9295315109702568,500,0
race,black or african american,uni2,flow_energy,tcga_side_only,641,45,0.923621877691645,0.8926901503378558,0.9487005174547554,500,0
race,not reported,uni2,flow_energy,tcga_side_only,641,18,0.8364623708010337,0.7421086003161498,0.9087734296093756,500,0
race,white,uni2,flow_energy,tcga_side_only,641,708,0.9161134138363334,0.9022145823331602,0.929314113943018,500,0
race,black or african american,uni2,maha,tcga_side_only,641,45,0.8701160099052541,0.8164038510596046,0.912254915468426,500,0
race,not reported,uni2,maha,tcga_side_only,641,18,0.7687560562015504,0.6856906858568694,0.8477520214270707,500,0
race,white,uni2,maha,tcga_side_only,641,708,0.8479822070851398,0.8295792086634511,0.8684929629725703,500,0
race,black or african american,uni2,n_patches,tcga_side_only,641,45,0.5453388781223084,0.4557702782064855,0.6289919154293996,500,0
race,not reported,uni2,n_patches,tcga_side_only,641,18,0.5773810965762274,0.4417335549430254,0.7051290871776142,500,0
race,white,uni2,n_patches,tcga_side_only,641,708,0.594221682296457,0.5646231139350945,0.6257609762366025,500,0
race,black or african american,uni2,featnorm,tcga_side_only,641,45,0.611963285960379,0.5311143809224951,0.6883220152275127,500,0
race,not reported,uni2,featnorm,tcga_side_only,641,18,0.4593561584840654,0.3190819707451515,0.598361872380406,500,0
race,white,uni2,featnorm,tcga_side_only,641,708,0.6136271720207593,0.5845083280018488,0.643906343132875,500,0
