encoder,fold,detector,variant,fold_policy,n_id,n_ood,auroc,auprc_ood_positive,auprc_id_positive,prevalence_ood,fpr_at_95_tpr,rank_biserial,cohens_d,variance_ratio,ks_stat,ks_p,ks_stat_location,ks_stat_sign,auroc_ci_low,auroc_ci_high,n_boot_valid,n_boot_dropped
hoptimus,2,featnorm,mean,per_fold,128,789,0.5996316539923955,0.9108122532189027,0.16372743668594536,0.8604143947655398,0.984375,0.19926330798479097,0.3072561325898931,1.6947398443153296,0.18830204372623574,0.0006780198335698434,33.81102741868224,1.0,0.554662993108365,0.6430435083967047,500,0
hoptimus,2,featnorm,p95,per_fold,128,789,0.6461600918884665,0.9179833570148908,0.18267467268593385,0.8604143947655398,0.9765625,0.2923201837769329,0.4582419465430167,1.818658546392777,0.2674667300380228,1.9258500226737657e-07,36.34375,1.0,0.6043200203976553,0.6895495435282002,500,0
hoptimus,2,featnorm,top5_mean,per_fold,128,789,0.6508931400506971,0.9181923660163631,0.1847630779694577,0.8604143947655398,0.9765625,0.3017862801013942,0.47915691793207277,1.7734308006412303,0.2824877217997465,2.9360087306405736e-08,36.61593934911242,1.0,0.607729077550697,0.6904425598067173,500,0
hoptimus,2,flow_energy,mean,per_fold,128,789,0.8707422370088719,0.9707658923717126,0.5841904983403929,0.8604143947655398,0.515625,0.7414844740177438,1.5889305338762667,0.9479139278614805,0.6006515367553865,4.791504486230872e-38,73.44093322753906,1.0,0.8330078125,0.9027583868029151,500,0
hoptimus,2,flow_energy,p95,per_fold,128,789,0.8433935361216731,0.960073729088188,0.5317473977847051,0.8604143947655398,0.5390625,0.6867870722433462,1.3596417552508033,0.9377932952398328,0.5869177756653993,3.4098848578296935e-36,92.53770446777344,1.0,0.8017954392427122,0.8848109256178707,500,0
hoptimus,2,flow_ood,mean,per_fold,128,789,0.8686232572877061,0.9702657488248514,0.5814754875728754,0.8604143947655398,0.5234375,0.7372465145754121,1.5757395133873888,0.93566936963997,0.6027111058301647,2.6172818968471866e-38,75.55289459228516,1.0,0.8334363117870722,0.8999990098225603,500,0
hoptimus,2,flow_ood,median,per_fold,128,789,0.8617613276299112,0.9685540981977124,0.5642626019155784,0.8604143947655398,0.5234375,0.7235226552598224,1.5290039915790221,0.8812870088785566,0.5845908586818758,6.927215094725914e-36,73.21833801269531,1.0,0.8236003841888467,0.8939131317332065,500,0
hoptimus,2,flow_ood,p90,per_fold,128,789,0.8490969581749048,0.9619953597455613,0.5445662305962238,0.8604143947655398,0.5234375,0.6981939163498097,1.393409870920089,0.9028512418842608,0.5797290874524715,3.0112246793054404e-35,88.12493896484375,1.0,0.8112050954531053,0.8842262258396705,500,0
hoptimus,2,flow_ood,p95,per_fold,128,789,0.8421360107731306,0.9599055279007203,0.527490289152337,0.8604143947655398,0.546875,0.6842720215462612,1.349568569229917,0.9263139786250173,0.5831154942965779,1.0838378433061238e-35,91.98680877685548,1.0,0.8008733365019012,0.8789285289923954,500,0
hoptimus,2,flow_ood,p99,per_fold,128,789,0.8266496356147022,0.9571689572229927,0.5118248442165517,0.8604143947655398,0.5625,0.6532992712294043,1.26463662722617,0.971087200460754,0.5339531844106464,1.3619442815947835e-29,97.71378326416016,1.0,0.7829281032160964,0.8675957006495565,500,0
